event,confirm,exit,min_hold,filter,n_trades,n_weeks,t_stat,win_rate,cagr,maxdd,calmar,by_year
tm55_15,ma20_w20,ndaylow10,20,mkt_ma20,783,84,0.91,46.4,2.45,-7.3,0.336,"{""2021"": 2.7, ""2022"": 1.6, ""2023"": 0.1, ""2024"": 4.8}"
tm55_15,ma20_w20,ndaylow20,0,none,1707,167,-0.34,35.9,3.38,-13.08,0.259,"{""2021"": 8.3, ""2022"": 0.3, ""2023"": -1.6, ""2024"": 5.5}"
tm55_15,ma20_w20,ndaylow20,0,mkt_ma60,468,58,0.1,34.2,0.64,-8.71,0.073,"{""2021"": 3.9, ""2022"": -1.3, ""2023"": -0.6, ""2024"": 0.3}"
tm55_15,ma20_w20,ndaylow20,0,mkt_ma20,779,85,0.67,34.0,1.62,-9.33,0.174,"{""2021"": 4.0, ""2022"": 0.5, ""2023"": 0.0, ""2024"": 1.6}"
tm55_15,ma20_w20,ndaylow20,10,none,1650,166,0.33,37.5,3.9,-12.69,0.308,"{""2021"": 8.6, ""2022"": 0.2, ""2023"": -1.4, ""2024"": 7.2}"
tm55_15,ma20_w20,ndaylow20,10,mkt_ma60,468,58,0.32,34.8,0.66,-8.72,0.075,"{""2021"": 4.1, ""2022"": -1.5, ""2023"": -0.5, ""2024"": 0.3}"
tm55_15,ma20_w20,ndaylow20,10,mkt_ma20,770,85,1.51,35.5,2.2,-9.48,0.233,"{""2021"": 4.8, ""2022"": 0.2, ""2023"": 0.0, ""2024"": 3.3}"
tm55_15,ma20_w20,ndaylow20,20,none,1549,163,0.65,39.7,4.26,-12.92,0.33,"{""2021"": 8.7, ""2022"": -0.3, ""2023"": -1.3, ""2024"": 8.8}"
tm55_15,ma20_w20,ndaylow20,20,mkt_ma60,463,56,-0.23,35.2,0.58,-8.87,0.066,"{""2021"": 4.1, ""2022"": -1.5, ""2023"": -0.8, ""2024"": 0.1}"
tm55_15,ma20_w20,ndaylow20,20,mkt_ma20,757,84,1.41,37.3,2.37,-9.57,0.248,"{""2021"": 5.0, ""2022"": 0.8, ""2023"": -0.2, ""2024"": 3.3}"
tm55_15,ma20_w20,hold10,0,none,1866,172,0.64,55.6,1.93,-3.73,0.518,"{""2021"": 1.7, ""2022"": 1.4, ""2023"": 0.8, ""2024"": 3.6}"
tm55_15,ma20_w20,hold10,0,mkt_ma60,505,61,1.8,67.5,1.43,-3.6,0.397,"{""2021"": 0.9, ""2022"": -0.2, ""2023"": 0.4, ""2024"": 4.4}"
tm55_15,ma20_w20,hold10,0,mkt_ma20,819,87,0.33,60.9,1.41,-3.73,0.378,"{""2021"": -0.0, ""2022"": 0.7, ""2023"": 0.3, ""2024"": 4.5}"
tm55_15,ma20_w20,hold10,10,none,1866,172,0.64,55.6,1.93,-3.73,0.518,"{""2021"": 1.7, ""2022"": 1.4, ""2023"": 0.8, ""2024"": 3.6}"
tm55_15,ma20_w20,hold10,10,mkt_ma60,505,61,1.8,67.5,1.43,-3.6,0.397,"{""2021"": 0.9, ""2022"": -0.2, ""2023"": 0.4, ""2024"": 4.4}"
tm55_15,ma20_w20,hold10,10,mkt_ma20,819,87,0.33,60.9,1.41,-3.73,0.378,"{""2021"": -0.0, ""2022"": 0.7, ""2023"": 0.3, ""2024"": 4.5}"
tm55_15,ma20_w20,hold10,20,none,1866,172,0.64,55.6,1.93,-3.73,0.518,"{""2021"": 1.7, ""2022"": 1.4, ""2023"": 0.8, ""2024"": 3.6}"
tm55_15,ma20_w20,hold10,20,mkt_ma60,505,61,1.8,67.5,1.43,-3.6,0.397,"{""2021"": 0.9, ""2022"": -0.2, ""2023"": 0.4, ""2024"": 4.4}"
tm55_15,ma20_w20,hold10,20,mkt_ma20,819,87,0.33,60.9,1.41,-3.73,0.378,"{""2021"": -0.0, ""2022"": 0.7, ""2023"": 0.3, ""2024"": 4.5}"
tm55_15,ma20_w20,hold20,0,none,1723,168,0.47,57.6,3.56,-4.32,0.826,"{""2021"": 3.2, ""2022"": 3.1, ""2023"": 0.5, ""2024"": 6.9}"
tm55_15,ma20_w20,hold20,0,mkt_ma60,494,58,1.09,67.6,2.29,-3.61,0.634,"{""2021"": 1.7, ""2022"": -0.3, ""2023"": 0.2, ""2024"": 7.3}"
tm55_15,ma20_w20,hold20,0,mkt_ma20,800,86,0.1,62.3,2.24,-3.83,0.585,"{""2021"": 0.3, ""2022"": 1.2, ""2023"": 0.1, ""2024"": 7.1}"
tm55_15,ma20_w20,hold20,10,none,1723,168,0.47,57.6,3.56,-4.32,0.826,"{""2021"": 3.2, ""2022"": 3.1, ""2023"": 0.5, ""2024"": 6.9}"
tm55_15,ma20_w20,hold20,10,mkt_ma60,494,58,1.09,67.6,2.29,-3.61,0.634,"{""2021"": 1.7, ""2022"": -0.3, ""2023"": 0.2, ""2024"": 7.3}"
tm55_15,ma20_w20,hold20,10,mkt_ma20,800,86,0.1,62.3,2.24,-3.83,0.585,"{""2021"": 0.3, ""2022"": 1.2, ""2023"": 0.1, ""2024"": 7.1}"
tm55_15,ma20_w20,hold20,20,none,1723,168,0.47,57.6,3.56,-4.32,0.826,"{""2021"": 3.2, ""2022"": 3.1, ""2023"": 0.5, ""2024"": 6.9}"
tm55_15,ma20_w20,hold20,20,mkt_ma60,494,58,1.09,67.6,2.29,-3.61,0.634,"{""2021"": 1.7, ""2022"": -0.3, ""2023"": 0.2, ""2024"": 7.3}"
tm55_15,ma20_w20,hold20,20,mkt_ma20,800,86,0.1,62.3,2.24,-3.83,0.585,"{""2021"": 0.3, ""2022"": 1.2, ""2023"": 0.1, ""2024"": 7.1}"
tm55_15,ma20_w20,hold30,0,none,1618,163,0.39,54.1,3.74,-6.49,0.577,"{""2021"": 4.2, ""2022"": 3.4, ""2023"": -0.1, ""2024"": 6.9}"
tm55_15,ma20_w20,hold30,0,mkt_ma60,491,56,-0.05,61.9,2.02,-4.38,0.462,"{""2021"": 1.9, ""2022"": -0.4, ""2023"": -0.2, ""2024"": 6.4}"
tm55_15,ma20_w20,hold30,0,mkt_ma20,780,83,-1.03,56.7,1.9,-4.48,0.424,"{""2021"": 0.7, ""2022"": 1.0, ""2023"": -0.1, ""2024"": 5.6}"
tm55_15,ma20_w20,hold30,10,none,1618,163,0.39,54.1,3.74,-6.49,0.577,"{""2021"": 4.2, ""2022"": 3.4, ""2023"": -0.1, ""2024"": 6.9}"
tm55_15,ma20_w20,hold30,10,mkt_ma60,491,56,-0.05,61.9,2.02,-4.38,0.462,"{""2021"": 1.9, ""2022"": -0.4, ""2023"": -0.2, ""2024"": 6.4}"
tm55_15,ma20_w20,hold30,10,mkt_ma20,780,83,-1.03,56.7,1.9,-4.48,0.424,"{""2021"": 0.7, ""2022"": 1.0, ""2023"": -0.1, ""2024"": 5.6}"
tm55_15,ma20_w20,hold30,20,none,1618,163,0.39,54.1,3.74,-6.49,0.577,"{""2021"": 4.2, ""2022"": 3.4, ""2023"": -0.1, ""2024"": 6.9}"
tm55_15,ma20_w20,hold30,20,mkt_ma60,491,56,-0.05,61.9,2.02,-4.38,0.462,"{""2021"": 1.9, ""2022"": -0.4, ""2023"": -0.2, ""2024"": 6.4}"
tm55_15,ma20_w20,hold30,20,mkt_ma20,780,83,-1.03,56.7,1.9,-4.48,0.424,"{""2021"": 0.7, ""2022"": 1.0, ""2023"": -0.1, ""2024"": 5.6}"
tm55_15,ma20_w20,zhz_break,0,none,0,0,0.0,0.0,2.3,-29.29,0.078,"{""2021"": 11.4, ""2022"": -6.2, ""2023"": 3.2, ""2024"": -1.6}"
tm55_15,ma20_w20,zhz_break,0,mkt_ma60,0,0,0.0,0.0,1.44,-21.34,0.067,"{""2021"": 5.9, ""2022"": -3.0, ""2023"": -2.0, ""2024"": 3.7}"
tm55_15,ma20_w20,zhz_break,0,mkt_ma20,0,0,0.0,0.0,2.35,-25.06,0.094,"{""2021"": 7.3, ""2022"": -3.2, ""2023"": 2.4, ""2024"": 0.9}"
tm55_15,ma20_w20,zhz_break,10,none,0,0,0.0,0.0,2.3,-29.29,0.078,"{""2021"": 11.4, ""2022"": -6.2, ""2023"": 3.2, ""2024"": -1.6}"
tm55_15,ma20_w20,zhz_break,10,mkt_ma60,0,0,0.0,0.0,1.44,-21.34,0.067,"{""2021"": 5.9, ""2022"": -3.0, ""2023"": -2.0, ""2024"": 3.7}"
tm55_15,ma20_w20,zhz_break,10,mkt_ma20,0,0,0.0,0.0,2.35,-25.06,0.094,"{""2021"": 7.3, ""2022"": -3.2, ""2023"": 2.4, ""2024"": 0.9}"
tm55_15,ma20_w20,zhz_break,20,none,0,0,0.0,0.0,2.3,-29.29,0.078,"{""2021"": 11.4, ""2022"": -6.2, ""2023"": 3.2, ""2024"": -1.6}"
tm55_15,ma20_w20,zhz_break,20,mkt_ma60,0,0,0.0,0.0,1.44,-21.34,0.067,"{""2021"": 5.9, ""2022"": -3.0, ""2023"": -2.0, ""2024"": 3.7}"
tm55_15,ma20_w20,zhz_break,20,mkt_ma20,0,0,0.0,0.0,2.35,-25.06,0.094,"{""2021"": 7.3, ""2022"": -3.2, ""2023"": 2.4, ""2024"": 0.9}"
tm55_15,ma20_w20,giveback,0,none,408,105,13.52,99.8,4.05,-22.38,0.181,"{""2021"": 10.7, ""2022"": -3.4, ""2023"": 2.0, ""2024"": 4.3}"
tm55_15,ma20_w20,giveback,0,mkt_ma60,210,41,11.59,99.5,2.55,-13.23,0.192,"{""2021"": 4.9, ""2022"": -2.9, ""2023"": -1.2, ""2024"": 8.5}"
tm55_15,ma20_w20,giveback,0,mkt_ma20,312,69,13.23,100.0,3.69,-15.84,0.233,"{""2021"": 6.2, ""2022"": -0.6, ""2023"": 0.3, ""2024"": 7.3}"
tm55_15,ma20_w20,giveback,10,none,408,105,13.52,99.8,4.05,-22.38,0.181,"{""2021"": 10.7, ""2022"": -3.4, ""2023"": 2.0, ""2024"": 4.3}"
tm55_15,ma20_w20,giveback,10,mkt_ma60,210,41,11.59,99.5,2.55,-13.23,0.192,"{""2021"": 4.9, ""2022"": -2.9, ""2023"": -1.2, ""2024"": 8.5}"
tm55_15,ma20_w20,giveback,10,mkt_ma20,312,69,13.23,100.0,3.69,-15.84,0.233,"{""2021"": 6.2, ""2022"": -0.6, ""2023"": 0.3, ""2024"": 7.3}"
tm55_15,ma20_w20,giveback,20,none,408,105,13.52,99.8,4.05,-22.38,0.181,"{""2021"": 10.7, ""2022"": -3.4, ""2023"": 2.0, ""2024"": 4.3}"
tm55_15,ma20_w20,giveback,20,mkt_ma60,210,41,11.59,99.5,2.55,-13.23,0.192,"{""2021"": 4.9, ""2022"": -2.9, ""2023"": -1.2, ""2024"": 8.5}"
tm55_15,ma20_w20,giveback,20,mkt_ma20,312,69,13.23,100.0,3.69,-15.84,0.233,"{""2021"": 6.2, ""2022"": -0.6, ""2023"": 0.3, ""2024"": 7.3}"
tm55_15,muma_w10,guanbian_dn,0,none,2031,170,-0.01,47.6,3.35,-5.51,0.608,"{""2021"": 1.7, ""2022"": 4.3, ""2023"": 0.4, ""2024"": 6.4}"
tm55_15,muma_w10,guanbian_dn,0,mkt_ma60,487,61,1.01,64.9,2.46,-3.71,0.663,"{""2021"": 1.0, ""2022"": -0.2, ""2023"": 0.1, ""2024"": 8.7}"
tm55_15,muma_w10,guanbian_dn,0,mkt_ma20,752,89,-0.21,53.2,1.97,-4.0,0.493,"{""2021"": 0.2, ""2022"": -0.0, ""2023"": 0.0, ""2024"": 7.6}"
tm55_15,muma_w10,guanbian_dn,10,none,1910,169,0.18,51.6,3.47,-5.35,0.649,"{""2021"": 1.9, ""2022"": 3.8, ""2023"": 0.2, ""2024"": 7.4}"
tm55_15,muma_w10,guanbian_dn,10,mkt_ma60,479,59,1.2,67.6,2.49,-3.7,0.674,"{""2021"": 1.2, ""2022"": -0.3, ""2023"": 0.1, ""2024"": 8.7}"
tm55_15,muma_w10,guanbian_dn,10,mkt_ma20,719,86,0.02,57.0,2.06,-4.11,0.502,"{""2021"": 0.3, ""2022"": -0.3, ""2023"": 0.1, ""2024"": 8.0}"
tm55_15,muma_w10,guanbian_dn,20,none,1736,164,0.08,56.9,4.13,-6.25,0.661,"{""2021"": 2.6, ""2022"": 5.0, ""2023"": 0.1, ""2024"": 8.1}"
tm55_15,muma_w10,guanbian_dn,20,mkt_ma60,466,57,0.17,69.3,2.63,-3.7,0.71,"{""2021"": 1.5, ""2022"": -0.4, ""2023"": -0.2, ""2024"": 9.3}"
tm55_15,muma_w10,guanbian_dn,20,mkt_ma20,698,85,-0.24,59.6,2.32,-4.14,0.561,"{""2021"": 0.9, ""2022"": -0.3, ""2023"": -0.1, ""2024"": 8.5}"
tm55_15,muma_w10,trend_dn,0,none,0,0,0.0,0.0,1.99,-29.69,0.067,"{""2021"": 10.4, ""2022"": -6.4, ""2023"": 3.4, ""2024"": -1.8}"
tm55_15,muma_w10,trend_dn,0,mkt_ma60,0,0,0.0,0.0,1.78,-19.95,0.089,"{""2021"": 5.2, ""2022"": -3.0, ""2023"": -2.7, ""2024"": 6.3}"
tm55_15,muma_w10,trend_dn,0,mkt_ma20,0,0,0.0,0.0,1.63,-24.0,0.068,"{""2021"": 7.4, ""2022"": -5.1, ""2023"": -1.7, ""2024"": 4.5}"
tm55_15,muma_w10,trend_dn,10,none,0,0,0.0,0.0,1.99,-29.69,0.067,"{""2021"": 10.4, ""2022"": -6.4, ""2023"": 3.4, ""2024"": -1.8}"
tm55_15,muma_w10,trend_dn,10,mkt_ma60,0,0,0.0,0.0,1.78,-19.95,0.089,"{""2021"": 5.2, ""2022"": -3.0, ""2023"": -2.7, ""2024"": 6.3}"
tm55_15,muma_w10,trend_dn,10,mkt_ma20,0,0,0.0,0.0,1.63,-24.0,0.068,"{""2021"": 7.4, ""2022"": -5.1, ""2023"": -1.7, ""2024"": 4.5}"
tm55_15,muma_w10,trend_dn,20,none,0,0,0.0,0.0,1.99,-29.69,0.067,"{""2021"": 10.4, ""2022"": -6.4, ""2023"": 3.4, ""2024"": -1.8}"
tm55_15,muma_w10,trend_dn,20,mkt_ma60,0,0,0.0,0.0,1.78,-19.95,0.089,"{""2021"": 5.2, ""2022"": -3.0, ""2023"": -2.7, ""2024"": 6.3}"
tm55_15,muma_w10,trend_dn,20,mkt_ma20,0,0,0.0,0.0,1.63,-24.0,0.068,"{""2021"": 7.4, ""2022"": -5.1, ""2023"": -1.7, ""2024"": 4.5}"
tm55_15,muma_w10,v1_tp_or_td,0,none,2036,170,-0.16,47.2,3.36,-5.47,0.614,"{""2021"": 1.7, ""2022"": 4.3, ""2023"": 0.5, ""2024"": 6.5}"
tm55_15,muma_w10,v1_tp_or_td,0,mkt_ma60,487,61,1.06,64.7,2.47,-3.71,0.666,"{""2021"": 1.0, ""2022"": -0.2, ""2023"": 0.1, ""2024"": 8.7}"
tm55_15,muma_w10,v1_tp_or_td,0,mkt_ma20,752,89,-0.14,53.1,1.99,-4.01,0.497,"{""2021"": 0.2, ""2022"": -0.0, ""2023"": 0.0, ""2024"": 7.7}"
tm55_15,muma_w10,v1_tp_or_td,10,none,1913,169,0.1,51.3,3.45,-5.34,0.646,"{""2021"": 1.9, ""2022"": 3.8, ""2023"": 0.3, ""2024"": 7.4}"
tm55_15,muma_w10,v1_tp_or_td,10,mkt_ma60,479,59,1.23,67.6,2.5,-3.7,0.676,"{""2021"": 1.2, ""2022"": -0.3, ""2023"": 0.1, ""2024"": 8.7}"
tm55_15,muma_w10,v1_tp_or_td,10,mkt_ma20,719,86,0.05,57.0,2.07,-4.11,0.502,"{""2021"": 0.2, ""2022"": -0.3, ""2023"": 0.2, ""2024"": 8.1}"
tm55_15,muma_w10,v1_tp_or_td,20,none,1737,164,0.12,56.8,4.15,-6.26,0.662,"{""2021"": 2.6, ""2022"": 5.0, ""2023"": 0.1, ""2024"": 8.2}"
tm55_15,muma_w10,v1_tp_or_td,20,mkt_ma60,466,57,0.23,69.3,2.63,-3.7,0.711,"{""2021"": 1.5, ""2022"": -0.4, ""2023"": -0.2, ""2024"": 9.3}"
tm55_15,muma_w10,v1_tp_or_td,20,mkt_ma20,698,85,-0.19,59.6,2.33,-4.14,0.563,"{""2021"": 0.9, ""2022"": -0.3, ""2023"": -0.1, ""2024"": 8.5}"
tm55_15,muma_w10,water_slope,0,none,1995,173,-4.56,46.1,-0.18,-5.97,-0.031,"{""2021"": 0.7, ""2022"": -1.9, ""2023"": -0.8, ""2024"": 0.9}"
tm55_15,muma_w10,water_slope,0,mkt_ma60,459,64,-1.09,54.0,0.61,-2.46,0.25,"{""2021"": 0.3, ""2022"": -0.4, ""2023"": -0.8, ""2024"": 3.1}"
tm55_15,muma_w10,water_slope,0,mkt_ma20,724,93,-2.37,47.9,0.27,-3.44,0.079,"{""2021"": -0.1, ""2022"": -1.1, ""2023"": -0.9, ""2024"": 2.9}"
tm55_15,muma_w10,water_slope,10,none,1763,169,-3.66,48.0,0.24,-7.4,0.032,"{""2021"": 1.6, ""2022"": -1.6, ""2023"": -1.0, ""2024"": 1.5}"
tm55_15,muma_w10,water_slope,10,mkt_ma60,440,60,-1.27,61.4,1.35,-3.7,0.366,"{""2021"": 0.9, ""2022"": -0.7, ""2023"": -0.8, ""2024"": 5.7}"
tm55_15,muma_w10,water_slope,10,mkt_ma20,665,88,-3.47,52.6,0.73,-5.2,0.141,"{""2021"": 0.1, ""2022"": -1.3, ""2023"": -0.9, ""2024"": 4.9}"
tm55_15,muma_w10,water_slope,20,none,1588,164,-1.84,52.9,2.8,-7.12,0.393,"{""2021"": 3.3, ""2022"": 0.7, ""2023"": 0.2, ""2024"": 6.1}"
tm55_15,muma_w10,water_slope,20,mkt_ma60,420,57,-0.85,63.3,2.41,-3.71,0.65,"{""2021"": 1.4, ""2022"": -0.9, ""2023"": -0.7, ""2024"": 9.4}"
tm55_15,muma_w10,water_slope,20,mkt_ma20,643,85,-2.14,56.5,1.9,-5.43,0.35,"{""2021"": 0.6, ""2022"": -1.4, ""2023"": -0.8, ""2024"": 9.0}"
tm55_15,muma_w10,ndaylow5,0,none,2071,171,-1.44,42.2,2.95,-6.89,0.428,"{""2021"": 1.3, ""2022"": 4.4, ""2023"": -0.2, ""2024"": 5.8}"
tm55_15,muma_w10,ndaylow5,0,mkt_ma60,488,62,0.28,56.4,2.08,-3.68,0.565,"{""2021"": 0.9, ""2022"": -0.3, ""2023"": -0.1, ""2024"": 7.6}"
tm55_15,muma_w10,ndaylow5,0,mkt_ma20,751,89,-1.19,45.3,1.36,-4.14,0.329,"{""2021"": -0.3, ""2022"": -0.3, ""2023"": -0.2, ""2024"": 6.2}"
tm55_15,muma_w10,ndaylow5,10,none,1873,167,-0.21,49.7,3.55,-7.75,0.459,"{""2021"": 1.9, ""2022"": 4.5, ""2023"": -0.5, ""2024"": 7.8}"
tm55_15,muma_w10,ndaylow5,10,mkt_ma60,476,59,0.58,61.1,2.15,-3.94,0.547,"{""2021"": 1.1, ""2022"": -0.6, ""2023"": -0.1, ""2024"": 7.9}"
tm55_15,muma_w10,ndaylow5,10,mkt_ma20,714,86,-0.11,53.2,1.85,-4.65,0.398,"{""2021"": 0.5, ""2022"": -0.7, ""2023"": -0.0, ""2024"": 7.4}"
tm55_15,muma_w10,ndaylow5,20,none,1724,165,-0.64,53.7,4.11,-8.23,0.5,"{""2021"": 3.1, ""2022"": 4.5, ""2023"": -0.6, ""2024"": 8.6}"
tm55_15,muma_w10,ndaylow5,20,mkt_ma60,466,58,-0.29,61.4,2.26,-4.42,0.512,"{""2021"": 1.6, ""2022"": -0.7, ""2023"": -0.4, ""2024"": 8.2}"
tm55_15,muma_w10,ndaylow5,20,mkt_ma20,699,86,-0.73,53.4,1.9,-5.07,0.375,"{""2021"": 1.1, ""2022"": -0.7, ""2023"": -0.4, ""2024"": 7.3}"
tm55_15,muma_w10,ndaylow10,0,none,1967,167,-1.13,41.8,3.55,-10.14,0.35,"{""2021"": 4.0, ""2022"": 4.8, ""2023"": -1.5, ""2024"": 6.0}"
tm55_15,muma_w10,ndaylow10,0,mkt_ma60,475,58,-0.22,50.9,1.4,-6.22,0.226,"{""2021"": 1.1, ""2022"": -0.7, ""2023"": -0.4, ""2024"": 5.3}"
tm55_15,muma_w10,ndaylow10,0,mkt_ma20,732,86,-1.16,42.9,1.05,-6.86,0.153,"{""2021"": 1.0, ""2022"": -0.8, ""2023"": -0.4, ""2024"": 4.3}"
tm55_15,muma_w10,ndaylow10,10,none,1839,163,-0.05,45.5,4.16,-10.35,0.402,"{""2021"": 4.4, ""2022"": 4.9, ""2023"": -1.6, ""2024"": 7.9}"
tm55_15,muma_w10,ndaylow10,10,mkt_ma60,468,57,0.84,53.6,1.84,-6.17,0.297,"{""2021"": 2.6, ""2022"": -0.8, ""2023"": -0.4, ""2024"": 5.5}"
tm55_15,muma_w10,ndaylow10,10,mkt_ma20,705,85,0.45,46.7,1.86,-7.04,0.265,"{""2021"": 2.7, ""2022"": -0.9, ""2023"": -0.2, ""2024"": 5.6}"
tm55_15,muma_w10,ndaylow10,20,none,1684,161,-0.0,49.2,4.81,-10.54,0.456,"{""2021"": 4.9, ""2022"": 4.3, ""2023"": -0.8, ""2024"": 9.5}"
tm55_15,muma_w10,ndaylow10,20,mkt_ma60,457,56,-0.29,53.2,1.7,-6.55,0.259,"{""2021"": 2.5, ""2022"": -0.9, ""2023"": -0.7, ""2024"": 5.3}"
tm55_15,muma_w10,ndaylow10,20,mkt_ma20,688,84,0.12,47.5,1.9,-7.22,0.263,"{""2021"": 2.9, ""2022"": -0.9, ""2023"": -0.5, ""2024"": 5.6}"
tm55_15,muma_w10,ndaylow20,0,none,1831,164,-1.06,37.3,3.77,-12.43,0.304,"{""2021"": 6.5, ""2022"": 1.5, ""2023"": -1.4, ""2024"": 7.3}"
tm55_15,muma_w10,ndaylow20,0,mkt_ma60,454,57,0.04,41.4,1.32,-8.43,0.157,"{""2021"": 3.3, ""2022"": -1.2, ""2023"": -0.6, ""2024"": 3.3}"
tm55_15,muma_w10,ndaylow20,0,mkt_ma20,698,85,-0.54,35.2,1.23,-9.13,0.135,"{""2021"": 4.2, ""2022"": -1.7, ""2023"": -0.8, ""2024"": 3.0}"
tm55_15,muma_w10,ndaylow20,10,none,1720,162,0.34,39.9,4.53,-12.87,0.352,"{""2021"": 7.0, ""2022"": 2.0, ""2023"": -1.4, ""2024"": 9.3}"
tm55_15,muma_w10,ndaylow20,10,mkt_ma60,448,57,0.38,42.9,1.35,-8.43,0.16,"{""2021"": 3.6, ""2022"": -1.4, ""2023"": -0.6, ""2024"": 3.3}"
tm55_15,muma_w10,ndaylow20,10,mkt_ma20,675,85,0.56,37.8,1.62,-9.53,0.17,"{""2021"": 4.9, ""2022"": -1.8, ""2023"": -0.7, ""2024"": 3.7}"
tm55_15,muma_w10,ndaylow20,20,none,1595,161,0.26,42.8,4.98,-12.72,0.392,"{""2021"": 6.6, ""2022"": 1.5, ""2023"": -1.1, ""2024"": 11.6}"
tm55_15,muma_w10,ndaylow20,20,mkt_ma60,439,56,-0.45,43.3,1.23,-8.59,0.143,"{""2021"": 3.5, ""2022"": -1.4, ""2023"": -0.9, ""2024"": 3.1}"
tm55_15,muma_w10,ndaylow20,20,mkt_ma20,661,84,0.33,38.9,1.59,-9.61,0.166,"{""2021"": 4.6, ""2022"": -1.5, ""2023"": -0.9, ""2024"": 3.7}"
tm55_15,muma_w10,hold10,0,none,1972,171,-0.66,52.6,1.49,-3.64,0.408,"{""2021"": 1.0, ""2022"": 1.0, ""2023"": 0.6, ""2024"": 3.1}"
tm55_15,muma_w10,hold10,0,mkt_ma60,485,61,0.65,69.3,1.77,-3.69,0.479,"{""2021"": 0.9, ""2022"": -0.2, ""2023"": -0.0, ""2024"": 6.2}"
tm55_15,muma_w10,hold10,0,mkt_ma20,725,89,-0.78,58.2,1.25,-3.67,0.34,"{""2021"": -0.0, ""2022"": -0.4, ""2023"": 0.1, ""2024"": 5.2}"
tm55_15,muma_w10,hold10,10,none,1972,171,-0.66,52.6,1.49,-3.64,0.408,"{""2021"": 1.0, ""2022"": 1.0, ""2023"": 0.6, ""2024"": 3.1}"
tm55_15,muma_w10,hold10,10,mkt_ma60,485,61,0.65,69.3,1.77,-3.69,0.479,"{""2021"": 0.9, ""2022"": -0.2, ""2023"": -0.0, ""2024"": 6.2}"
tm55_15,muma_w10,hold10,10,mkt_ma20,725,89,-0.78,58.2,1.25,-3.67,0.34,"{""2021"": -0.0, ""2022"": -0.4, ""2023"": 0.1, ""2024"": 5.2}"
tm55_15,muma_w10,hold10,20,none,1972,171,-0.66,52.6,1.49,-3.64,0.408,"{""2021"": 1.0, ""2022"": 1.0, ""2023"": 0.6, ""2024"": 3.1}"
tm55_15,muma_w10,hold10,20,mkt_ma60,485,61,0.65,69.3,1.77,-3.69,0.479,"{""2021"": 0.9, ""2022"": -0.2, ""2023"": -0.0, ""2024"": 6.2}"
tm55_15,muma_w10,hold10,20,mkt_ma20,725,89,-0.78,58.2,1.25,-3.67,0.34,"{""2021"": -0.0, ""2022"": -0.4, ""2023"": 0.1, ""2024"": 5.2}"
tm55_15,muma_w10,hold20,0,none,1774,165,0.01,58.5,4.51,-4.61,0.977,"{""2021"": 2.9, ""2022"": 4.2, ""2023"": 0.6, ""2024"": 9.6}"
tm55_15,muma_w10,hold20,0,mkt_ma60,468,58,0.63,72.4,3.14,-3.69,0.85,"{""2021"": 1.7, ""2022"": -0.4, ""2023"": -0.1, ""2024"": 11.1}"
tm55_15,muma_w10,hold20,0,mkt_ma20,705,86,-0.15,63.0,2.8,-4.14,0.676,"{""2021"": 0.9, ""2022"": -0.3, ""2023"": 0.1, ""2024"": 10.3}"
tm55_15,muma_w10,hold20,10,none,1774,165,0.01,58.5,4.51,-4.61,0.977,"{""2021"": 2.9, ""2022"": 4.2, ""2023"": 0.6, ""2024"": 9.6}"
tm55_15,muma_w10,hold20,10,mkt_ma60,468,58,0.63,72.4,3.14,-3.69,0.85,"{""2021"": 1.7, ""2022"": -0.4, ""2023"": -0.1, ""2024"": 11.1}"
tm55_15,muma_w10,hold20,10,mkt_ma20,705,86,-0.15,63.0,2.8,-4.14,0.676,"{""2021"": 0.9, ""2022"": -0.3, ""2023"": 0.1, ""2024"": 10.3}"
tm55_15,muma_w10,hold20,20,none,1774,165,0.01,58.5,4.51,-4.61,0.977,"{""2021"": 2.9, ""2022"": 4.2, ""2023"": 0.6, ""2024"": 9.6}"
tm55_15,muma_w10,hold20,20,mkt_ma60,468,58,0.63,72.4,3.14,-3.69,0.85,"{""2021"": 1.7, ""2022"": -0.4, ""2023"": -0.1, ""2024"": 11.1}"
tm55_15,muma_w10,hold20,20,mkt_ma20,705,86,-0.15,63.0,2.8,-4.14,0.676,"{""2021"": 0.9, ""2022"": -0.3, ""2023"": 0.1, ""2024"": 10.3}"
tm55_15,muma_w10,hold30,0,none,1652,161,0.13,56.9,5.09,-5.53,0.919,"{""2021"": 3.6, ""2022"": 5.1, ""2023"": -0.2, ""2024"": 11.0}"
tm55_15,muma_w10,hold30,0,mkt_ma60,462,57,0.43,72.3,3.26,-4.09,0.799,"{""2021"": 2.1, ""2022"": -0.5, ""2023"": -0.4, ""2024"": 11.4}"
tm55_15,muma_w10,hold30,0,mkt_ma20,684,85,-0.04,59.9,2.66,-4.06,0.654,"{""2021"": 1.3, ""2022"": -0.8, ""2023"": -0.2, ""2024"": 10.0}"
tm55_15,muma_w10,hold30,10,none,1652,161,0.13,56.9,5.09,-5.53,0.919,"{""2021"": 3.6, ""2022"": 5.1, ""2023"": -0.2, ""2024"": 11.0}"
tm55_15,muma_w10,hold30,10,mkt_ma60,462,57,0.43,72.3,3.26,-4.09,0.799,"{""2021"": 2.1, ""2022"": -0.5, ""2023"": -0.4, ""2024"": 11.4}"
