period,strategy,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,vs_bh
first_half,exit_mu_ma_or_hold,002463,沪电股份,PCB,3,0.0,-7.86,-11.44,-0.69,-2.42,6.3,32.2,-40.06
first_half,exit_cao_pan_or_hold,002463,沪电股份,PCB,3,33.33,-2.98,-5.76,-0.52,-0.69,3.0,32.2,-35.18
first_half,exit_shou_cang_or_hold,002463,沪电股份,PCB,3,33.33,-2.98,-5.76,-0.52,-0.69,3.0,32.2,-35.18
second_half,exit_hold_line_disappear,002463,沪电股份,PCB,1,0.0,-6.05,-7.24,-0.84,-5.81,13.0,162.4,-168.45
second_half,exit_shou_cang_disappear,002463,沪电股份,PCB,1,0.0,-4.93,-9.99,-0.49,-4.69,32.0,162.4,-167.33
second_half,exit_mu_ma_disappear,002463,沪电股份,PCB,1,0.0,-6.92,-8.1,-0.85,-6.68,14.0,162.4,-169.32
second_half,exit_cao_pan_disappear,002463,沪电股份,PCB,1,0.0,-6.92,-8.1,-0.85,-6.68,14.0,162.4,-169.32
second_half,exit_trend_down,002463,沪电股份,PCB,0,0.0,86.89,-16.61,0.0,0.0,0.0,162.4,-75.51
second_half,exit_hold_or_trend_down,002463,沪电股份,PCB,1,0.0,-6.05,-7.24,-0.84,-5.81,13.0,162.4,-168.45
second_half,exit_mu_ma_or_hold,002463,沪电股份,PCB,1,0.0,-3.76,-6.07,-0.62,-3.51,12.0,162.4,-166.16
second_half,exit_cao_pan_or_hold,002463,沪电股份,PCB,1,0.0,-6.05,-7.24,-0.84,-5.81,13.0,162.4,-168.45
second_half,exit_shou_cang_or_hold,002463,沪电股份,PCB,1,0.0,-6.05,-7.24,-0.84,-5.81,13.0,162.4,-168.45
full,exit_hold_line_disappear,300476,胜宏科技,PCB,2,50.0,57.83,-15.63,3.7,29.48,16.5,744.99,-687.16
full,exit_shou_cang_disappear,300476,胜宏科技,PCB,2,50.0,43.9,-19.16,2.29,23.36,14.0,744.99,-701.09
full,exit_mu_ma_disappear,300476,胜宏科技,PCB,2,50.0,51.47,-15.63,3.29,27.32,11.5,744.99,-693.52
full,exit_cao_pan_disappear,300476,胜宏科技,PCB,2,50.0,39.88,-21.42,1.86,21.25,13.5,744.99,-705.11
full,exit_trend_down,300476,胜宏科技,PCB,0,0.0,1025.88,-34.41,0.0,0.0,0.0,744.99,280.89
full,exit_hold_or_trend_down,300476,胜宏科技,PCB,2,50.0,57.83,-15.63,3.7,29.48,16.5,744.99,-687.16
full,exit_mu_ma_or_hold,300476,胜宏科技,PCB,2,50.0,52.17,-15.63,3.34,27.69,11.0,744.99,-692.82
full,exit_cao_pan_or_hold,300476,胜宏科技,PCB,2,50.0,52.17,-15.63,3.34,27.69,11.0,744.99,-692.82
full,exit_shou_cang_or_hold,300476,胜宏科技,PCB,2,50.0,52.17,-15.63,3.34,27.69,11.0,744.99,-692.82
first_half,exit_hold_line_disappear,300476,胜宏科技,PCB,1,100.0,59.05,-15.63,3.78,59.46,19.0,204.86,-145.81
first_half,exit_shou_cang_disappear,300476,胜宏科技,PCB,1,100.0,50.4,-17.74,2.84,50.79,25.0,204.86,-154.46
first_half,exit_mu_ma_disappear,300476,胜宏科技,PCB,1,100.0,58.32,-15.63,3.73,58.73,20.0,204.86,-146.54
first_half,exit_cao_pan_disappear,300476,胜宏科技,PCB,1,100.0,46.2,-17.87,2.59,46.58,24.0,204.86,-158.66
first_half,exit_trend_down,300476,胜宏科技,PCB,0,0.0,306.42,-34.41,0.0,0.0,0.0,204.86,101.56
first_half,exit_hold_or_trend_down,300476,胜宏科技,PCB,1,100.0,59.05,-15.63,3.78,59.46,19.0,204.86,-145.81
first_half,exit_mu_ma_or_hold,300476,胜宏科技,PCB,1,100.0,59.05,-15.63,3.78,59.46,19.0,204.86,-145.81
first_half,exit_cao_pan_or_hold,300476,胜宏科技,PCB,1,100.0,59.05,-15.63,3.78,59.46,19.0,204.86,-145.81
first_half,exit_shou_cang_or_hold,300476,胜宏科技,PCB,1,100.0,59.05,-15.63,3.78,59.46,19.0,204.86,-145.81
second_half,exit_hold_line_disappear,300476,胜宏科技,PCB,1,0.0,-0.77,-14.56,-0.05,-0.51,14.0,53.42,-54.19
second_half,exit_shou_cang_disappear,300476,胜宏科技,PCB,1,0.0,-4.33,-4.33,-1.0,-4.08,3.0,53.42,-57.75
second_half,exit_mu_ma_disappear,300476,胜宏科技,PCB,1,0.0,-4.33,-4.33,-1.0,-4.08,3.0,53.42,-57.75
second_half,exit_cao_pan_disappear,300476,胜宏科技,PCB,1,0.0,-4.33,-4.33,-1.0,-4.08,3.0,53.42,-57.75
second_half,exit_trend_down,300476,胜宏科技,PCB,0,0.0,14.22,-22.1,0.0,0.0,0.0,53.42,-39.2
second_half,exit_hold_or_trend_down,300476,胜宏科技,PCB,1,0.0,-0.77,-14.56,-0.05,-0.51,14.0,53.42,-54.19
second_half,exit_mu_ma_or_hold,300476,胜宏科技,PCB,1,0.0,-4.33,-4.33,-1.0,-4.08,3.0,53.42,-57.75
second_half,exit_cao_pan_or_hold,300476,胜宏科技,PCB,1,0.0,-4.33,-4.33,-1.0,-4.08,3.0,53.42,-57.75
second_half,exit_shou_cang_or_hold,300476,胜宏科技,PCB,1,0.0,-4.33,-4.33,-1.0,-4.08,3.0,53.42,-57.75
full,exit_hold_line_disappear,001389,广合科技,PCB,4,50.0,3.67,-31.52,0.12,2.89,12.2,401.47,-397.8
full,exit_shou_cang_disappear,001389,广合科技,PCB,4,25.0,-31.19,-31.79,-0.98,-8.29,6.0,401.47,-432.66
full,exit_mu_ma_disappear,001389,广合科技,PCB,5,40.0,2.86,-30.8,0.09,2.1,13.0,401.47,-398.61
full,exit_cao_pan_disappear,001389,广合科技,PCB,5,40.0,-10.16,-30.8,-0.33,-0.82,7.0,401.47,-411.63
full,exit_trend_down,001389,广合科技,PCB,0,0.0,430.58,-36.57,0.0,0.0,0.0,401.47,29.11
full,exit_hold_or_trend_down,001389,广合科技,PCB,4,50.0,3.67,-31.52,0.12,2.89,12.2,401.47,-397.8
full,exit_mu_ma_or_hold,001389,广合科技,PCB,5,40.0,5.06,-31.52,0.16,2.58,10.0,401.47,-396.41
full,exit_cao_pan_or_hold,001389,广合科技,PCB,5,40.0,-11.09,-31.52,-0.35,-1.07,4.6,401.47,-412.56
full,exit_shou_cang_or_hold,001389,广合科技,PCB,5,40.0,-14.04,-31.52,-0.45,-1.72,6.0,401.47,-415.51
first_half,exit_hold_line_disappear,001389,广合科技,PCB,3,33.33,-12.53,-31.13,-0.4,-2.43,6.3,35.6,-48.13
first_half,exit_shou_cang_disappear,001389,广合科技,PCB,3,0.0,-31.4,-31.4,-1.0,-11.25,7.0,35.6,-67.0
first_half,exit_mu_ma_disappear,001389,广合科技,PCB,4,25.0,-10.44,-30.41,-0.34,-1.16,8.0,35.6,-46.04
first_half,exit_cao_pan_disappear,001389,广合科技,PCB,4,25.0,-10.44,-30.41,-0.34,-1.16,8.0,35.6,-46.04
first_half,exit_trend_down,001389,广合科技,PCB,0,0.0,43.68,-36.57,0.0,0.0,0.0,35.6,8.08
first_half,exit_hold_or_trend_down,001389,广合科技,PCB,3,33.33,-12.53,-31.13,-0.4,-2.43,6.3,35.6,-48.13
first_half,exit_mu_ma_or_hold,001389,广合科技,PCB,4,25.0,-11.36,-31.13,-0.37,-1.48,5.0,35.6,-46.96
first_half,exit_cao_pan_or_hold,001389,广合科技,PCB,4,25.0,-11.36,-31.13,-0.37,-1.48,5.0,35.6,-46.96
first_half,exit_shou_cang_or_hold,001389,广合科技,PCB,4,25.0,-14.3,-31.13,-0.46,-2.29,6.8,35.6,-49.9
second_half,exit_hold_line_disappear,001389,广合科技,PCB,1,100.0,18.53,-3.49,5.31,18.84,30.0,207.6,-189.07
second_half,exit_shou_cang_disappear,001389,广合科技,PCB,1,100.0,0.31,-0.57,0.54,0.57,3.0,207.6,-207.29
second_half,exit_mu_ma_disappear,001389,广合科技,PCB,1,100.0,14.85,-5.74,2.59,15.15,33.0,207.6,-192.75
second_half,exit_cao_pan_disappear,001389,广合科技,PCB,1,100.0,0.31,-0.57,0.54,0.57,3.0,207.6,-207.29
second_half,exit_trend_down,001389,广合科技,PCB,0,0.0,195.58,-20.2,0.0,0.0,0.0,207.6,-12.02
second_half,exit_hold_or_trend_down,001389,广合科技,PCB,1,100.0,18.53,-3.49,5.31,18.84,30.0,207.6,-189.07
second_half,exit_mu_ma_or_hold,001389,广合科技,PCB,1,100.0,18.53,-3.49,5.31,18.84,30.0,207.6,-189.07
second_half,exit_cao_pan_or_hold,001389,广合科技,PCB,1,100.0,0.31,-0.57,0.54,0.57,3.0,207.6,-207.29
second_half,exit_shou_cang_or_hold,001389,广合科技,PCB,1,100.0,0.31,-0.57,0.54,0.57,3.0,207.6,-207.29
full,exit_hold_line_disappear,600183,生益科技,覆铜板CCL,3,33.33,77.26,-18.04,4.28,32.77,22.3,819.01,-741.75
full,exit_shou_cang_disappear,600183,生益科技,覆铜板CCL,5,60.0,205.94,-18.94,10.88,36.36,20.6,819.01,-613.07
full,exit_mu_ma_disappear,600183,生益科技,覆铜板CCL,5,40.0,164.93,-23.05,7.15,32.99,16.0,819.01,-654.08
full,exit_cao_pan_disappear,600183,生益科技,覆铜板CCL,5,60.0,151.45,-18.94,8.0,31.8,13.8,819.01,-667.56
full,exit_trend_down,600183,生益科技,覆铜板CCL,0,0.0,850.12,-38.63,0.0,0.0,0.0,819.01,31.11
full,exit_hold_or_trend_down,600183,生益科技,覆铜板CCL,3,33.33,77.26,-18.04,4.28,32.77,22.3,819.01,-741.75
full,exit_mu_ma_or_hold,600183,生益科技,覆铜板CCL,5,40.0,119.69,-23.05,5.19,24.07,12.6,819.01,-699.32
full,exit_cao_pan_or_hold,600183,生益科技,覆铜板CCL,5,60.0,108.51,-12.1,8.97,22.88,10.4,819.01,-710.5
full,exit_shou_cang_or_hold,600183,生益科技,覆铜板CCL,5,60.0,124.85,-23.05,5.42,24.53,12.2,819.01,-694.16
first_half,exit_hold_line_disappear,600183,生益科技,覆铜板CCL,2,0.0,-17.94,-17.94,-1.0,-9.12,13.5,57.37,-75.31
first_half,exit_shou_cang_disappear,600183,生益科技,覆铜板CCL,4,50.0,17.45,-17.81,0.98,5.16,11.5,57.37,-39.92
first_half,exit_mu_ma_disappear,600183,生益科技,覆铜板CCL,4,25.0,1.7,-22.95,0.07,0.94,5.8,57.37,-55.67
first_half,exit_cao_pan_disappear,600183,生益科技,覆铜板CCL,4,50.0,-3.47,-6.84,-0.51,-0.54,3.0,57.37,-60.84
first_half,exit_trend_down,600183,生益科技,覆铜板CCL,0,0.0,62.92,-38.63,0.0,0.0,0.0,57.37,5.55
first_half,exit_hold_or_trend_down,600183,生益科技,覆铜板CCL,2,0.0,-17.94,-17.94,-1.0,-9.12,13.5,57.37,-75.31
first_half,exit_mu_ma_or_hold,600183,生益科技,覆铜板CCL,4,25.0,1.7,-22.95,0.07,0.94,5.8,57.37,-55.67
first_half,exit_cao_pan_or_hold,600183,生益科技,覆铜板CCL,4,50.0,-3.47,-6.84,-0.51,-0.54,3.0,57.37,-60.84
first_half,exit_shou_cang_or_hold,600183,生益科技,覆铜板CCL,4,50.0,4.1,-22.95,0.18,1.52,5.2,57.37,-53.27
second_half,exit_hold_line_disappear,600183,生益科技,覆铜板CCL,1,100.0,116.01,-12.1,9.59,116.57,40.0,313.27,-197.26
second_half,exit_shou_cang_disappear,600183,生益科技,覆铜板CCL,1,100.0,160.49,-18.94,8.48,161.17,57.0,313.27,-152.78
second_half,exit_mu_ma_disappear,600183,生益科技,覆铜板CCL,1,100.0,160.49,-18.94,8.48,161.17,57.0,313.27,-152.78
second_half,exit_cao_pan_disappear,600183,生益科技,覆铜板CCL,1,100.0,160.49,-18.94,8.48,161.17,57.0,313.27,-152.78
second_half,exit_trend_down,600183,生益科技,覆铜板CCL,0,0.0,175.99,-18.83,0.0,0.0,0.0,313.27,-137.28
second_half,exit_hold_or_trend_down,600183,生益科技,覆铜板CCL,1,100.0,116.01,-12.1,9.59,116.57,40.0,313.27,-197.26
second_half,exit_mu_ma_or_hold,600183,生益科技,覆铜板CCL,1,100.0,116.01,-12.1,9.59,116.57,40.0,313.27,-197.26
second_half,exit_cao_pan_or_hold,600183,生益科技,覆铜板CCL,1,100.0,116.01,-12.1,9.59,116.57,40.0,313.27,-197.26
second_half,exit_shou_cang_or_hold,600183,生益科技,覆铜板CCL,1,100.0,116.01,-12.1,9.59,116.57,40.0,313.27,-197.26
full,exit_hold_line_disappear,603186,华正新材,覆铜板CCL,4,50.0,-2.91,-16.58,-0.18,-0.32,14.0,893.73,-896.64
full,exit_shou_cang_disappear,603186,华正新材,覆铜板CCL,3,0.0,149.28,-25.42,5.87,-5.92,10.0,893.73,-744.45
full,exit_mu_ma_disappear,603186,华正新材,覆铜板CCL,4,50.0,70.44,-16.58,4.25,19.39,20.0,893.73,-823.29
full,exit_cao_pan_disappear,603186,华正新材,覆铜板CCL,4,25.0,150.0,-25.52,5.88,45.23,18.2,893.73,-743.73
full,exit_trend_down,603186,华正新材,覆铜板CCL,0,0.0,864.88,-39.61,0.0,0.0,0.0,893.73,-28.85
full,exit_hold_or_trend_down,603186,华正新材,覆铜板CCL,4,50.0,-2.91,-16.58,-0.18,-0.32,14.0,893.73,-896.64
full,exit_mu_ma_or_hold,603186,华正新材,覆铜板CCL,4,50.0,-2.91,-16.58,-0.18,-0.32,14.0,893.73,-896.64
full,exit_cao_pan_or_hold,603186,华正新材,覆铜板CCL,4,25.0,-11.94,-16.77,-0.71,-2.75,7.0,893.73,-905.67
full,exit_shou_cang_or_hold,603186,华正新材,覆铜板CCL,4,25.0,-11.94,-16.77,-0.71,-2.75,7.0,893.73,-905.67
first_half,exit_hold_line_disappear,603186,华正新材,覆铜板CCL,3,33.33,-6.73,-16.58,-0.41,-1.89,14.3,42.83,-49.56
first_half,exit_shou_cang_disappear,603186,华正新材,覆铜板CCL,3,0.0,-17.44,-21.28,-0.82,-5.92,10.0,42.83,-60.27
first_half,exit_mu_ma_disappear,603186,华正新材,覆铜板CCL,3,33.33,-6.73,-16.58,-0.41,-1.89,14.3,42.83,-49.56
first_half,exit_cao_pan_disappear,603186,华正新材,覆铜板CCL,3,0.0,-15.41,-16.66,-0.92,-5.13,5.0,42.83,-58.24
first_half,exit_trend_down,603186,华正新材,覆铜板CCL,0,0.0,38.9,-39.61,0.0,0.0,0.0,42.83,-3.93
first_half,exit_hold_or_trend_down,603186,华正新材,覆铜板CCL,3,33.33,-6.73,-16.58,-0.41,-1.89,14.3,42.83,-49.56
first_half,exit_mu_ma_or_hold,603186,华正新材,覆铜板CCL,3,33.33,-6.73,-16.58,-0.41,-1.89,14.3,42.83,-49.56
first_half,exit_cao_pan_or_hold,603186,华正新材,覆铜板CCL,3,0.0,-15.41,-16.66,-0.92,-5.13,5.0,42.83,-58.24
first_half,exit_shou_cang_or_hold,603186,华正新材,覆铜板CCL,3,0.0,-15.41,-16.66,-0.92,-5.13,5.0,42.83,-58.24
second_half,exit_hold_line_disappear,603186,华正新材,覆铜板CCL,1,100.0,4.1,-8.34,0.49,4.37,13.0,472.12,-468.02
second_half,exit_shou_cang_disappear,603186,华正新材,覆铜板CCL,0,0.0,201.94,-25.42,0.0,0.0,0.0,472.12,-270.18
second_half,exit_mu_ma_disappear,603186,华正新材,覆铜板CCL,1,100.0,82.74,-9.26,8.93,83.22,37.0,472.12,-389.38
second_half,exit_cao_pan_disappear,603186,华正新材,覆铜板CCL,1,100.0,195.53,-25.52,7.66,196.3,58.0,472.12,-276.59
second_half,exit_trend_down,603186,华正新材,覆铜板CCL,0,0.0,201.94,-25.42,0.0,0.0,0.0,472.12,-270.18
second_half,exit_hold_or_trend_down,603186,华正新材,覆铜板CCL,1,100.0,4.1,-8.34,0.49,4.37,13.0,472.12,-468.02
second_half,exit_mu_ma_or_hold,603186,华正新材,覆铜板CCL,1,100.0,4.1,-8.34,0.49,4.37,13.0,472.12,-468.02
second_half,exit_cao_pan_or_hold,603186,华正新材,覆铜板CCL,1,100.0,4.1,-8.34,0.49,4.37,13.0,472.12,-468.02
second_half,exit_shou_cang_or_hold,603186,华正新材,覆铜板CCL,1,100.0,4.1,-8.34,0.49,4.37,13.0,472.12,-468.02
full,exit_hold_line_disappear,002636,金安国纪,覆铜板CCL,1,100.0,9.37,-3.71,2.52,9.66,27.0,1688.2,-1678.83
full,exit_shou_cang_disappear,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,1688.2,-1688.73
full,exit_mu_ma_disappear,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,1688.2,-1688.73
full,exit_cao_pan_disappear,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,1688.2,-1688.73
full,exit_trend_down,002636,金安国纪,覆铜板CCL,0,0.0,1353.21,-23.03,0.0,0.0,0.0,1688.2,-334.99
full,exit_hold_or_trend_down,002636,金安国纪,覆铜板CCL,1,100.0,9.37,-3.71,2.52,9.66,27.0,1688.2,-1678.83
full,exit_mu_ma_or_hold,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,1688.2,-1688.73
full,exit_cao_pan_or_hold,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,1688.2,-1688.73
full,exit_shou_cang_or_hold,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,1688.2,-1688.73
first_half,exit_hold_line_disappear,002636,金安国纪,覆铜板CCL,1,100.0,9.37,-3.71,2.52,9.66,27.0,52.83,-43.46
first_half,exit_shou_cang_disappear,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,52.83,-53.36
first_half,exit_mu_ma_disappear,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,52.83,-53.36
first_half,exit_cao_pan_disappear,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,52.83,-53.36
first_half,exit_trend_down,002636,金安国纪,覆铜板CCL,0,0.0,24.4,-3.59,0.0,0.0,0.0,52.83,-28.43
first_half,exit_hold_or_trend_down,002636,金安国纪,覆铜板CCL,1,100.0,9.37,-3.71,2.52,9.66,27.0,52.83,-43.46
first_half,exit_mu_ma_or_hold,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,52.83,-53.36
first_half,exit_cao_pan_or_hold,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,52.83,-53.36
first_half,exit_shou_cang_or_hold,002636,金安国纪,覆铜板CCL,1,0.0,-0.53,-2.78,-0.19,-0.27,3.0,52.83,-53.36
second_half,exit_hold_line_disappear,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
second_half,exit_shou_cang_disappear,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
second_half,exit_mu_ma_disappear,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
second_half,exit_cao_pan_disappear,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
second_half,exit_trend_down,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
second_half,exit_hold_or_trend_down,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
second_half,exit_mu_ma_or_hold,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
second_half,exit_cao_pan_or_hold,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
second_half,exit_shou_cang_or_hold,002636,金安国纪,覆铜板CCL,0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,-775.3
full,exit_hold_line_disappear,000938,紫光股份(新华三),交换机/网络设备,6,33.33,-2.03,-27.2,-0.07,0.24,14.7,36.57,-38.6
full,exit_shou_cang_disappear,000938,紫光股份(新华三),交换机/网络设备,8,37.5,23.17,-23.42,0.99,3.65,15.6,36.57,-13.4
full,exit_mu_ma_disappear,000938,紫光股份(新华三),交换机/网络设备,8,37.5,26.95,-21.94,1.23,4.2,13.9,36.57,-9.62
full,exit_cao_pan_disappear,000938,紫光股份(新华三),交换机/网络设备,8,25.0,-13.39,-20.91,-0.64,-1.5,4.0,36.57,-49.96
full,exit_trend_down,000938,紫光股份(新华三),交换机/网络设备,0,0.0,54.29,-31.34,0.0,0.0,0.0,36.57,17.72
full,exit_hold_or_trend_down,000938,紫光股份(新华三),交换机/网络设备,6,33.33,-2.03,-27.2,-0.07,0.24,14.7,36.57,-38.6
full,exit_mu_ma_or_hold,000938,紫光股份(新华三),交换机/网络设备,8,37.5,10.86,-21.4,0.51,1.95,11.2,36.57,-25.71
full,exit_cao_pan_or_hold,000938,紫光股份(新华三),交换机/网络设备,8,25.0,-13.39,-20.91,-0.64,-1.5,4.0,36.57,-49.96
full,exit_shou_cang_or_hold,000938,紫光股份(新华三),交换机/网络设备,8,50.0,17.73,-21.4,0.83,2.67,10.5,36.57,-18.84
first_half,exit_hold_line_disappear,000938,紫光股份(新华三),交换机/网络设备,3,33.33,6.41,-20.92,0.31,2.84,14.0,2.47,3.94
first_half,exit_shou_cang_disappear,000938,紫光股份(新华三),交换机/网络设备,4,25.0,22.62,-22.23,1.02,6.9,14.5,2.47,20.15
first_half,exit_mu_ma_disappear,000938,紫光股份(新华三),交换机/网络设备,4,25.0,24.98,-20.73,1.2,7.6,13.2,2.47,22.51
first_half,exit_cao_pan_disappear,000938,紫光股份(新华三),交换机/网络设备,4,25.0,-10.16,-17.96,-0.57,-2.35,5.0,2.47,-12.63
first_half,exit_trend_down,000938,紫光股份(新华三),交换机/网络设备,0,0.0,15.84,-31.34,0.0,0.0,0.0,2.47,13.37
first_half,exit_hold_or_trend_down,000938,紫光股份(新华三),交换机/网络设备,3,33.33,6.41,-20.92,0.31,2.84,14.0,2.47,3.94
first_half,exit_mu_ma_or_hold,000938,紫光股份(新华三),交换机/网络设备,4,25.0,9.14,-20.19,0.45,3.11,8.0,2.47,6.67
first_half,exit_cao_pan_or_hold,000938,紫光股份(新华三),交换机/网络设备,4,25.0,-10.16,-17.96,-0.57,-2.35,5.0,2.47,-12.63
first_half,exit_shou_cang_or_hold,000938,紫光股份(新华三),交换机/网络设备,4,25.0,9.14,-20.19,0.45,3.11,8.0,2.47,6.67
second_half,exit_hold_line_disappear,000938,紫光股份(新华三),交换机/网络设备,2,0.0,-11.3,-13.0,-0.87,-5.55,10.0,22.16,-33.46
second_half,exit_shou_cang_disappear,000938,紫光股份(新华三),交换机/网络设备,3,33.33,-3.57,-14.38,-0.25,-0.94,11.0,22.16,-25.73
second_half,exit_mu_ma_disappear,000938,紫光股份(新华三),交换机/网络设备,3,33.33,-2.14,-12.23,-0.17,-0.29,10.7,22.16,-24.3
second_half,exit_cao_pan_disappear,000938,紫光股份(新华三),交换机/网络设备,3,33.33,-3.21,-4.0,-0.8,-0.82,3.0,22.16,-25.37
second_half,exit_trend_down,000938,紫光股份(新华三),交换机/网络设备,0,0.0,21.38,-24.03,0.0,0.0,0.0,22.16,-0.78
second_half,exit_hold_or_trend_down,000938,紫光股份(新华三),交换机/网络设备,2,0.0,-11.3,-13.0,-0.87,-5.55,10.0,22.16,-33.46
second_half,exit_mu_ma_or_hold,000938,紫光股份(新华三),交换机/网络设备,3,33.33,-2.14,-12.23,-0.17,-0.29,10.7,22.16,-24.3
second_half,exit_cao_pan_or_hold,000938,紫光股份(新华三),交换机/网络设备,3,33.33,-3.21,-4.0,-0.8,-0.82,3.0,22.16,-25.37
second_half,exit_shou_cang_or_hold,000938,紫光股份(新华三),交换机/网络设备,3,66.67,3.93,-7.72,0.51,1.63,8.7,22.16,-18.23
full,exit_hold_line_disappear,301165,锐捷网络,交换机/网络设备,2,100.0,76.43,-12.87,5.94,9.36,17.0,563.03,-486.6
full,exit_shou_cang_disappear,301165,锐捷网络,交换机/网络设备,3,100.0,16.73,-15.75,1.06,5.61,14.7,563.03,-546.3
full,exit_mu_ma_disappear,301165,锐捷网络,交换机/网络设备,2,100.0,76.43,-12.87,5.94,9.36,17.0,563.03,-486.6
full,exit_cao_pan_disappear,301165,锐捷网络,交换机/网络设备,2,100.0,58.44,-6.34,9.21,3.63,3.0,563.03,-504.59
full,exit_trend_down,301165,锐捷网络,交换机/网络设备,0,0.0,181.9,-36.24,0.0,0.0,0.0,563.03,-381.13
full,exit_hold_or_trend_down,301165,锐捷网络,交换机/网络设备,2,100.0,76.43,-12.87,5.94,9.36,17.0,563.03,-486.6
full,exit_mu_ma_or_hold,301165,锐捷网络,交换机/网络设备,2,100.0,76.43,-12.87,5.94,9.36,17.0,563.03,-486.6
full,exit_cao_pan_or_hold,301165,锐捷网络,交换机/网络设备,2,100.0,58.44,-6.34,9.21,3.63,3.0,563.03,-504.59
full,exit_shou_cang_or_hold,301165,锐捷网络,交换机/网络设备,3,100.0,18.83,-12.34,1.53,6.27,7.3,563.03,-544.2
first_half,exit_hold_line_disappear,301165,锐捷网络,交换机/网络设备,1,100.0,7.04,-5.14,1.37,7.31,18.0,153.05,-146.01
first_half,exit_shou_cang_disappear,301165,锐捷网络,交换机/网络设备,1,100.0,1.66,-0.9,1.85,1.93,3.0,153.05,-151.39
first_half,exit_mu_ma_disappear,301165,锐捷网络,交换机/网络设备,1,100.0,7.04,-5.14,1.37,7.31,18.0,153.05,-146.01
first_half,exit_cao_pan_disappear,301165,锐捷网络,交换机/网络设备,1,100.0,1.66,-0.9,1.85,1.93,3.0,153.05,-151.39
first_half,exit_trend_down,301165,锐捷网络,交换机/网络设备,0,0.0,7.66,-13.05,0.0,0.0,0.0,153.05,-145.39
first_half,exit_hold_or_trend_down,301165,锐捷网络,交换机/网络设备,1,100.0,7.04,-5.14,1.37,7.31,18.0,153.05,-146.01
first_half,exit_mu_ma_or_hold,301165,锐捷网络,交换机/网络设备,1,100.0,7.04,-5.14,1.37,7.31,18.0,153.05,-146.01
first_half,exit_cao_pan_or_hold,301165,锐捷网络,交换机/网络设备,1,100.0,1.66,-0.9,1.85,1.93,3.0,153.05,-151.39
first_half,exit_shou_cang_or_hold,301165,锐捷网络,交换机/网络设备,1,100.0,1.66,-0.9,1.85,1.93,3.0,153.05,-151.39
second_half,exit_hold_line_disappear,301165,锐捷网络,交换机/网络设备,1,100.0,64.83,-12.87,5.04,11.41,16.0,106.1,-41.27
second_half,exit_shou_cang_disappear,301165,锐捷网络,交换机/网络设备,2,100.0,14.82,-15.75,0.94,7.45,20.5,106.1,-91.28
second_half,exit_mu_ma_disappear,301165,锐捷网络,交换机/网络设备,1,100.0,64.83,-12.87,5.04,11.41,16.0,106.1,-41.27
second_half,exit_cao_pan_disappear,301165,锐捷网络,交换机/网络设备,1,100.0,55.85,-6.34,8.81,5.34,3.0,106.1,-50.25
second_half,exit_trend_down,301165,锐捷网络,交换机/网络设备,0,0.0,92.15,-24.23,0.0,0.0,0.0,106.1,-13.95
second_half,exit_hold_or_trend_down,301165,锐捷网络,交换机/网络设备,1,100.0,64.83,-12.87,5.04,11.41,16.0,106.1,-41.27
