period,strategy,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,vs_bh
full,exit_cao_pan_disappear,301191,菲菱科思,交换机/网络设备,6,16.67,-19.98,-21.97,-0.91,-3.34,3.8,154.65,-174.63
full,exit_trend_down,301191,菲菱科思,交换机/网络设备,0,0.0,167.32,-46.07,0.0,0.0,0.0,154.65,12.67
full,exit_hold_or_trend_down,301191,菲菱科思,交换机/网络设备,6,33.33,-10.71,-18.11,-0.59,-1.4,8.8,154.65,-165.36
full,exit_mu_ma_or_hold,301191,菲菱科思,交换机/网络设备,6,16.67,-11.92,-18.11,-0.66,-1.63,5.8,154.65,-166.57
full,exit_cao_pan_or_hold,301191,菲菱科思,交换机/网络设备,6,16.67,-19.98,-21.97,-0.91,-3.34,3.8,154.65,-174.63
full,exit_shou_cang_or_hold,301191,菲菱科思,交换机/网络设备,6,50.0,-7.02,-15.62,-0.45,-0.85,6.0,154.65,-161.67
first_half,exit_hold_line_disappear,301191,菲菱科思,交换机/网络设备,3,33.33,-9.49,-15.21,-0.62,-2.96,9.0,26.17,-35.66
first_half,exit_shou_cang_disappear,301191,菲菱科思,交换机/网络设备,2,50.0,24.96,-28.17,0.89,12.61,32.0,26.17,-1.21
first_half,exit_mu_ma_disappear,301191,菲菱科思,交换机/网络设备,3,0.0,-10.73,-13.31,-0.81,-3.42,3.0,26.17,-36.9
first_half,exit_cao_pan_disappear,301191,菲菱科思,交换机/网络设备,3,0.0,-10.73,-13.31,-0.81,-3.42,3.0,26.17,-36.9
first_half,exit_trend_down,301191,菲菱科思,交换机/网络设备,0,0.0,32.59,-46.07,0.0,0.0,0.0,26.17,6.42
first_half,exit_hold_or_trend_down,301191,菲菱科思,交换机/网络设备,3,33.33,-9.49,-15.21,-0.62,-2.96,9.0,26.17,-35.66
first_half,exit_mu_ma_or_hold,301191,菲菱科思,交换机/网络设备,3,0.0,-10.73,-13.31,-0.81,-3.42,3.0,26.17,-36.9
first_half,exit_cao_pan_or_hold,301191,菲菱科思,交换机/网络设备,3,0.0,-10.73,-13.31,-0.81,-3.42,3.0,26.17,-36.9
first_half,exit_shou_cang_or_hold,301191,菲菱科思,交换机/网络设备,3,33.33,-9.49,-15.21,-0.62,-2.96,9.0,26.17,-35.66
second_half,exit_hold_line_disappear,301191,菲菱科思,交换机/网络设备,3,33.33,-1.34,-18.11,-0.07,0.15,8.7,72.28,-73.62
second_half,exit_shou_cang_disappear,301191,菲菱科思,交换机/网络设备,3,66.67,2.74,-4.39,0.62,1.25,3.0,72.28,-69.54
second_half,exit_mu_ma_disappear,301191,菲菱科思,交换机/网络设备,3,33.33,-1.34,-18.11,-0.07,0.15,8.7,72.28,-73.62
second_half,exit_cao_pan_disappear,301191,菲菱科思,交换机/网络设备,3,33.33,-10.36,-12.86,-0.81,-3.26,4.7,72.28,-82.64
second_half,exit_trend_down,301191,菲菱科思,交换机/网络设备,0,0.0,57.52,-31.46,0.0,0.0,0.0,72.28,-14.76
second_half,exit_hold_or_trend_down,301191,菲菱科思,交换机/网络设备,3,33.33,-1.34,-18.11,-0.07,0.15,8.7,72.28,-73.62
second_half,exit_mu_ma_or_hold,301191,菲菱科思,交换机/网络设备,3,33.33,-1.34,-18.11,-0.07,0.15,8.7,72.28,-73.62
second_half,exit_cao_pan_or_hold,301191,菲菱科思,交换机/网络设备,3,33.33,-10.36,-12.86,-0.81,-3.26,4.7,72.28,-82.64
second_half,exit_shou_cang_or_hold,301191,菲菱科思,交换机/网络设备,3,66.67,2.74,-4.39,0.62,1.25,3.0,72.28,-69.54
full,exit_hold_line_disappear,002130,沃尔核材,高速铜缆/铜连接,8,37.5,28.27,-36.4,0.78,5.8,12.9,8.78,19.49
full,exit_shou_cang_disappear,002130,沃尔核材,高速铜缆/铜连接,8,62.5,20.98,-36.25,0.58,4.79,8.8,8.78,12.2
full,exit_mu_ma_disappear,002130,沃尔核材,高速铜缆/铜连接,8,37.5,36.32,-28.16,1.29,6.14,9.6,8.78,27.54
full,exit_cao_pan_disappear,002130,沃尔核材,高速铜缆/铜连接,8,75.0,2.09,-10.89,0.19,0.64,3.0,8.78,-6.69
full,exit_trend_down,002130,沃尔核材,高速铜缆/铜连接,0,0.0,59.23,-48.7,0.0,0.0,0.0,8.78,50.45
full,exit_hold_or_trend_down,002130,沃尔核材,高速铜缆/铜连接,8,37.5,28.27,-36.4,0.78,5.8,12.9,8.78,19.49
full,exit_mu_ma_or_hold,002130,沃尔核材,高速铜缆/铜连接,8,37.5,38.76,-26.88,1.44,6.51,9.2,8.78,29.98
full,exit_cao_pan_or_hold,002130,沃尔核材,高速铜缆/铜连接,8,75.0,2.09,-10.89,0.19,0.64,3.0,8.78,-6.69
full,exit_shou_cang_or_hold,002130,沃尔核材,高速铜缆/铜连接,8,62.5,30.89,-31.03,1.0,5.9,7.2,8.78,22.11
first_half,exit_hold_line_disappear,002130,沃尔核材,高速铜缆/铜连接,3,66.67,78.48,-17.62,4.45,25.31,19.0,34.49,43.99
first_half,exit_shou_cang_disappear,002130,沃尔核材,高速铜缆/铜连接,3,100.0,68.21,-13.45,5.07,22.56,12.0,34.49,33.72
first_half,exit_mu_ma_disappear,002130,沃尔核材,高速铜缆/铜连接,3,66.67,63.72,-14.93,4.27,21.73,11.7,34.49,29.23
first_half,exit_cao_pan_disappear,002130,沃尔核材,高速铜缆/铜连接,3,100.0,8.59,-1.79,4.79,3.08,3.0,34.49,-25.9
first_half,exit_trend_down,002130,沃尔核材,高速铜缆/铜连接,0,0.0,96.78,-44.83,0.0,0.0,0.0,34.49,62.29
first_half,exit_hold_or_trend_down,002130,沃尔核材,高速铜缆/铜连接,3,66.67,78.48,-17.62,4.45,25.31,19.0,34.49,43.99
first_half,exit_mu_ma_or_hold,002130,沃尔核材,高速铜缆/铜连接,3,66.67,66.66,-13.41,4.97,22.72,10.7,34.49,32.17
first_half,exit_cao_pan_or_hold,002130,沃尔核材,高速铜缆/铜连接,3,100.0,8.59,-1.79,4.79,3.08,3.0,34.49,-25.9
first_half,exit_shou_cang_or_hold,002130,沃尔核材,高速铜缆/铜连接,3,100.0,71.77,-11.61,6.18,23.72,10.0,34.49,37.28
second_half,exit_hold_line_disappear,002130,沃尔核材,高速铜缆/铜连接,5,20.0,-28.13,-36.4,-0.77,-5.91,9.2,-21.57,-6.56
second_half,exit_shou_cang_disappear,002130,沃尔核材,高速铜缆/铜连接,5,40.0,-28.07,-29.37,-0.96,-5.87,6.8,-21.57,-6.5
second_half,exit_mu_ma_disappear,002130,沃尔核材,高速铜缆/铜连接,5,20.0,-16.74,-26.32,-0.64,-3.21,8.4,-21.57,4.83
second_half,exit_cao_pan_disappear,002130,沃尔核材,高速铜缆/铜连接,5,60.0,-5.99,-10.89,-0.55,-0.82,3.0,-21.57,15.58
second_half,exit_trend_down,002130,沃尔核材,高速铜缆/铜连接,0,0.0,-26.33,-47.39,0.0,0.0,0.0,-21.57,-4.76
second_half,exit_hold_or_trend_down,002130,沃尔核材,高速铜缆/铜连接,5,20.0,-28.13,-36.4,-0.77,-5.91,9.2,-21.57,-6.56
second_half,exit_mu_ma_or_hold,002130,沃尔核材,高速铜缆/铜连接,5,20.0,-16.74,-26.32,-0.64,-3.21,8.4,-21.57,4.83
second_half,exit_cao_pan_or_hold,002130,沃尔核材,高速铜缆/铜连接,5,60.0,-5.99,-10.89,-0.55,-0.82,3.0,-21.57,15.58
second_half,exit_shou_cang_or_hold,002130,沃尔核材,高速铜缆/铜连接,5,40.0,-23.8,-25.17,-0.95,-4.8,5.6,-21.57,-2.23
full,exit_hold_line_disappear,300563,神宇股份,高速铜缆/铜连接,6,33.33,20.38,-42.37,0.48,7.67,11.8,-31.27,51.65
full,exit_shou_cang_disappear,300563,神宇股份,高速铜缆/铜连接,7,42.86,-3.55,-14.57,-0.24,-0.03,3.0,-31.27,27.72
full,exit_mu_ma_disappear,300563,神宇股份,高速铜缆/铜连接,7,28.57,41.8,-32.12,1.3,8.69,6.3,-31.27,73.07
full,exit_cao_pan_disappear,300563,神宇股份,高速铜缆/铜连接,7,42.86,47.79,-29.25,1.63,8.35,5.9,-31.27,79.06
full,exit_trend_down,300563,神宇股份,高速铜缆/铜连接,0,0.0,-5.49,-66.02,0.0,0.0,0.0,-31.27,25.78
full,exit_hold_or_trend_down,300563,神宇股份,高速铜缆/铜连接,6,33.33,20.38,-42.37,0.48,7.67,11.8,-31.27,51.65
full,exit_mu_ma_or_hold,300563,神宇股份,高速铜缆/铜连接,7,28.57,41.8,-32.12,1.3,8.69,6.3,-31.27,73.07
full,exit_cao_pan_or_hold,300563,神宇股份,高速铜缆/铜连接,7,42.86,59.6,-23.6,2.53,10.28,5.1,-31.27,90.87
full,exit_shou_cang_or_hold,300563,神宇股份,高速铜缆/铜连接,7,42.86,-3.55,-14.57,-0.24,-0.03,3.0,-31.27,27.72
first_half,exit_hold_line_disappear,300563,神宇股份,高速铜缆/铜连接,3,66.67,73.35,-24.0,3.06,26.43,17.3,-6.89,80.24
first_half,exit_shou_cang_disappear,300563,神宇股份,高速铜缆/铜连接,3,66.67,12.9,-5.14,2.51,4.62,3.0,-6.89,19.79
first_half,exit_mu_ma_disappear,300563,神宇股份,高速铜缆/铜连接,3,66.67,74.18,-22.98,3.23,26.51,8.7,-6.89,81.07
first_half,exit_cao_pan_disappear,300563,神宇股份,高速铜缆/铜连接,3,66.67,72.99,-23.5,3.11,24.17,9.7,-6.89,79.88
first_half,exit_trend_down,300563,神宇股份,高速铜缆/铜连接,0,0.0,27.92,-56.2,0.0,0.0,0.0,-6.89,34.81
first_half,exit_hold_or_trend_down,300563,神宇股份,高速铜缆/铜连接,3,66.67,73.35,-24.0,3.06,26.43,17.3,-6.89,80.24
first_half,exit_mu_ma_or_hold,300563,神宇股份,高速铜缆/铜连接,3,66.67,74.18,-22.98,3.23,26.51,8.7,-6.89,81.07
first_half,exit_cao_pan_or_hold,300563,神宇股份,高速铜缆/铜连接,3,66.67,86.81,-17.4,4.99,28.66,8.0,-6.89,93.7
first_half,exit_shou_cang_or_hold,300563,神宇股份,高速铜缆/铜连接,3,66.67,12.9,-5.14,2.51,4.62,3.0,-6.89,19.79
second_half,exit_hold_line_disappear,300563,神宇股份,高速铜缆/铜连接,3,0.0,-30.55,-30.55,-1.0,-11.09,6.3,-29.02,-1.53
second_half,exit_shou_cang_disappear,300563,神宇股份,高速铜缆/铜连接,4,25.0,-14.57,-14.57,-1.0,-3.51,3.0,-29.02,14.45
second_half,exit_mu_ma_disappear,300563,神宇股份,高速铜缆/铜连接,4,0.0,-18.59,-18.59,-1.0,-4.68,4.5,-29.02,10.43
second_half,exit_cao_pan_disappear,300563,神宇股份,高速铜缆/铜连接,4,25.0,-14.57,-14.57,-1.0,-3.51,3.0,-29.02,14.45
second_half,exit_trend_down,300563,神宇股份,高速铜缆/铜连接,0,0.0,-27.29,-44.23,0.0,0.0,0.0,-29.02,1.73
second_half,exit_hold_or_trend_down,300563,神宇股份,高速铜缆/铜连接,3,0.0,-30.55,-30.55,-1.0,-11.09,6.3,-29.02,-1.53
second_half,exit_mu_ma_or_hold,300563,神宇股份,高速铜缆/铜连接,4,0.0,-18.59,-18.59,-1.0,-4.68,4.5,-29.02,10.43
second_half,exit_cao_pan_or_hold,300563,神宇股份,高速铜缆/铜连接,4,25.0,-14.57,-14.57,-1.0,-3.51,3.0,-29.02,14.45
second_half,exit_shou_cang_or_hold,300563,神宇股份,高速铜缆/铜连接,4,25.0,-14.57,-14.57,-1.0,-3.51,3.0,-29.02,14.45
full,exit_hold_line_disappear,300913,兆龙互连,高速铜缆/铜连接,5,40.0,0.03,-14.6,0.0,0.77,13.2,67.73,-67.7
full,exit_shou_cang_disappear,300913,兆龙互连,高速铜缆/铜连接,5,60.0,27.47,-18.96,1.45,5.88,15.4,67.73,-40.26
full,exit_mu_ma_disappear,300913,兆龙互连,高速铜缆/铜连接,6,50.0,13.84,-18.96,0.73,2.95,8.7,67.73,-53.89
full,exit_cao_pan_disappear,300913,兆龙互连,高速铜缆/铜连接,6,50.0,14.01,-18.96,0.74,2.93,6.5,67.73,-53.72
full,exit_trend_down,300913,兆龙互连,高速铜缆/铜连接,0,0.0,61.4,-47.51,0.0,0.0,0.0,67.73,-6.33
full,exit_hold_or_trend_down,300913,兆龙互连,高速铜缆/铜连接,5,40.0,0.03,-14.6,0.0,0.77,13.2,67.73,-67.7
full,exit_mu_ma_or_hold,300913,兆龙互连,高速铜缆/铜连接,6,50.0,14.62,-18.96,0.77,3.09,6.8,67.73,-53.11
full,exit_cao_pan_or_hold,300913,兆龙互连,高速铜缆/铜连接,6,50.0,14.93,-18.96,0.79,3.1,4.5,67.73,-52.8
full,exit_shou_cang_or_hold,300913,兆龙互连,高速铜缆/铜连接,5,40.0,-8.78,-16.3,-0.54,-1.35,7.0,67.73,-76.51
first_half,exit_hold_line_disappear,300913,兆龙互连,高速铜缆/铜连接,3,33.33,1.78,-14.6,0.12,1.59,15.0,69.15,-67.37
first_half,exit_shou_cang_disappear,300913,兆龙互连,高速铜缆/铜连接,3,66.67,21.15,-18.96,1.12,7.8,15.3,69.15,-48.0
first_half,exit_mu_ma_disappear,300913,兆龙互连,高速铜缆/铜连接,4,50.0,11.9,-18.96,0.63,3.82,8.5,69.15,-57.25
first_half,exit_cao_pan_disappear,300913,兆龙互连,高速铜缆/铜连接,4,50.0,14.68,-18.96,0.77,4.4,8.2,69.15,-54.47
first_half,exit_trend_down,300913,兆龙互连,高速铜缆/铜连接,0,0.0,62.76,-47.51,0.0,0.0,0.0,69.15,-6.39
first_half,exit_hold_or_trend_down,300913,兆龙互连,高速铜缆/铜连接,3,33.33,1.78,-14.6,0.12,1.59,15.0,69.15,-67.37
first_half,exit_mu_ma_or_hold,300913,兆龙互连,高速铜缆/铜连接,4,50.0,12.67,-18.96,0.67,4.03,5.8,69.15,-56.48
first_half,exit_cao_pan_or_hold,300913,兆龙互连,高速铜缆/铜连接,4,50.0,15.6,-18.96,0.82,4.65,5.2,69.15,-53.55
first_half,exit_shou_cang_or_hold,300913,兆龙互连,高速铜缆/铜连接,3,33.33,-10.33,-16.3,-0.63,-3.05,5.7,69.15,-79.48
second_half,exit_hold_line_disappear,300913,兆龙互连,高速铜缆/铜连接,2,50.0,-1.72,-11.89,-0.14,-0.46,10.5,-18.84,17.12
second_half,exit_shou_cang_disappear,300913,兆龙互连,高速铜缆/铜连接,2,50.0,5.22,-11.78,0.44,3.0,15.5,-18.84,24.06
second_half,exit_mu_ma_disappear,300913,兆龙互连,高速铜缆/铜连接,2,50.0,1.73,-11.89,0.15,1.2,9.0,-18.84,20.57
second_half,exit_cao_pan_disappear,300913,兆龙互连,高速铜缆/铜连接,2,50.0,-0.58,-3.53,-0.17,0.0,3.0,-18.84,18.26
second_half,exit_trend_down,300913,兆龙互连,高速铜缆/铜连接,0,0.0,-22.27,-36.43,0.0,0.0,0.0,-18.84,-3.43
second_half,exit_hold_or_trend_down,300913,兆龙互连,高速铜缆/铜连接,2,50.0,-1.72,-11.89,-0.14,-0.46,10.5,-18.84,17.12
second_half,exit_mu_ma_or_hold,300913,兆龙互连,高速铜缆/铜连接,2,50.0,1.73,-11.89,0.15,1.2,9.0,-18.84,20.57
second_half,exit_cao_pan_or_hold,300913,兆龙互连,高速铜缆/铜连接,2,50.0,-0.58,-3.53,-0.17,0.0,3.0,-18.84,18.26
second_half,exit_shou_cang_or_hold,300913,兆龙互连,高速铜缆/铜连接,2,50.0,1.73,-11.89,0.15,1.2,9.0,-18.84,20.57
full,exit_hold_line_disappear,600577,精达股份,高速铜缆/铜连接,1,0.0,-3.13,-8.35,-0.37,-2.88,14.0,128.82,-131.95
full,exit_shou_cang_disappear,600577,精达股份,高速铜缆/铜连接,1,0.0,-2.25,-2.25,-1.0,-2.0,3.0,128.82,-131.07
full,exit_mu_ma_disappear,600577,精达股份,高速铜缆/铜连接,1,100.0,-0.1,-5.48,-0.02,0.16,13.0,128.82,-128.92
full,exit_cao_pan_disappear,600577,精达股份,高速铜缆/铜连接,1,0.0,-2.25,-2.25,-1.0,-2.0,3.0,128.82,-131.07
full,exit_trend_down,600577,精达股份,高速铜缆/铜连接,0,0.0,-22.7,-37.36,0.0,0.0,0.0,128.82,-151.52
full,exit_hold_or_trend_down,600577,精达股份,高速铜缆/铜连接,1,0.0,-3.13,-8.35,-0.37,-2.88,14.0,128.82,-131.95
full,exit_mu_ma_or_hold,600577,精达股份,高速铜缆/铜连接,1,100.0,-0.1,-5.48,-0.02,0.16,13.0,128.82,-128.92
full,exit_cao_pan_or_hold,600577,精达股份,高速铜缆/铜连接,1,0.0,-2.25,-2.25,-1.0,-2.0,3.0,128.82,-131.07
full,exit_shou_cang_or_hold,600577,精达股份,高速铜缆/铜连接,1,0.0,-2.25,-2.25,-1.0,-2.0,3.0,128.82,-131.07
first_half,exit_hold_line_disappear,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
first_half,exit_shou_cang_disappear,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
first_half,exit_mu_ma_disappear,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
first_half,exit_cao_pan_disappear,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
first_half,exit_trend_down,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
first_half,exit_hold_or_trend_down,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
first_half,exit_mu_ma_or_hold,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
first_half,exit_cao_pan_or_hold,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
first_half,exit_shou_cang_or_hold,600577,精达股份,高速铜缆/铜连接,0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,-69.48
second_half,exit_hold_line_disappear,600577,精达股份,高速铜缆/铜连接,1,0.0,-3.13,-8.35,-0.37,-2.88,14.0,24.77,-27.9
second_half,exit_shou_cang_disappear,600577,精达股份,高速铜缆/铜连接,1,0.0,-2.25,-2.25,-1.0,-2.0,3.0,24.77,-27.02
second_half,exit_mu_ma_disappear,600577,精达股份,高速铜缆/铜连接,1,100.0,-0.1,-5.48,-0.02,0.16,13.0,24.77,-24.87
second_half,exit_cao_pan_disappear,600577,精达股份,高速铜缆/铜连接,1,0.0,-2.25,-2.25,-1.0,-2.0,3.0,24.77,-27.02
second_half,exit_trend_down,600577,精达股份,高速铜缆/铜连接,0,0.0,-22.7,-37.36,0.0,0.0,0.0,24.77,-47.47
second_half,exit_hold_or_trend_down,600577,精达股份,高速铜缆/铜连接,1,0.0,-3.13,-8.35,-0.37,-2.88,14.0,24.77,-27.9
second_half,exit_mu_ma_or_hold,600577,精达股份,高速铜缆/铜连接,1,100.0,-0.1,-5.48,-0.02,0.16,13.0,24.77,-24.87
second_half,exit_cao_pan_or_hold,600577,精达股份,高速铜缆/铜连接,1,0.0,-2.25,-2.25,-1.0,-2.0,3.0,24.77,-27.02
second_half,exit_shou_cang_or_hold,600577,精达股份,高速铜缆/铜连接,1,0.0,-2.25,-2.25,-1.0,-2.0,3.0,24.77,-27.02
full,exit_hold_line_disappear,002475,立讯精密,连接器,4,0.0,-19.65,-22.92,-0.86,-5.02,10.5,73.43,-93.08
full,exit_shou_cang_disappear,002475,立讯精密,连接器,5,40.0,21.23,-19.13,1.11,5.53,12.2,73.43,-52.2
full,exit_mu_ma_disappear,002475,立讯精密,连接器,5,0.0,-18.92,-22.41,-0.84,-3.82,9.8,73.43,-92.35
full,exit_cao_pan_disappear,002475,立讯精密,连接器,5,20.0,-13.95,-13.95,-1.0,-2.64,3.0,73.43,-87.38
full,exit_trend_down,002475,立讯精密,连接器,0,0.0,60.09,-38.19,0.0,0.0,0.0,73.43,-13.34
full,exit_hold_or_trend_down,002475,立讯精密,连接器,4,0.0,-19.65,-22.92,-0.86,-5.02,10.5,73.43,-93.08
full,exit_mu_ma_or_hold,002475,立讯精密,连接器,5,0.0,-18.92,-22.41,-0.84,-3.82,9.8,73.43,-92.35
full,exit_cao_pan_or_hold,002475,立讯精密,连接器,5,20.0,-13.95,-13.95,-1.0,-2.64,3.0,73.43,-87.38
full,exit_shou_cang_or_hold,002475,立讯精密,连接器,5,20.0,-19.17,-19.17,-1.0,-3.85,4.4,73.43,-92.6
first_half,exit_hold_line_disappear,002475,立讯精密,连接器,2,0.0,-11.69,-15.28,-0.76,-5.75,12.5,-11.77,0.08
first_half,exit_shou_cang_disappear,002475,立讯精密,连接器,2,0.0,-11.32,-11.32,-1.0,-5.55,3.0,-11.77,0.45
first_half,exit_mu_ma_disappear,002475,立讯精密,连接器,2,0.0,-11.69,-15.28,-0.76,-5.75,12.5,-11.77,0.08
first_half,exit_cao_pan_disappear,002475,立讯精密,连接器,2,0.0,-11.32,-11.32,-1.0,-5.55,3.0,-11.77,0.45
first_half,exit_trend_down,002475,立讯精密,连接器,0,0.0,-18.44,-38.19,0.0,0.0,0.0,-11.77,-6.67
first_half,exit_hold_or_trend_down,002475,立讯精密,连接器,2,0.0,-11.69,-15.28,-0.76,-5.75,12.5,-11.77,0.08
first_half,exit_mu_ma_or_hold,002475,立讯精密,连接器,2,0.0,-11.69,-15.28,-0.76,-5.75,12.5,-11.77,0.08
first_half,exit_cao_pan_or_hold,002475,立讯精密,连接器,2,0.0,-11.32,-11.32,-1.0,-5.55,3.0,-11.77,0.45
first_half,exit_shou_cang_or_hold,002475,立讯精密,连接器,2,0.0,-11.32,-11.32,-1.0,-5.55,3.0,-11.77,0.45
second_half,exit_hold_line_disappear,002475,立讯精密,连接器,2,0.0,-9.02,-14.39,-0.63,-4.29,8.5,69.99,-79.01
second_half,exit_shou_cang_disappear,002475,立讯精密,连接器,3,66.67,36.7,-15.32,2.4,12.92,18.3,69.99,-33.29
second_half,exit_mu_ma_disappear,002475,立讯精密,连接器,3,0.0,-8.19,-13.82,-0.59,-2.54,8.0,69.99,-78.18
second_half,exit_cao_pan_disappear,002475,立讯精密,连接器,3,33.33,-2.97,-5.59,-0.53,-0.69,3.0,69.99,-72.96
second_half,exit_trend_down,002475,立讯精密,连接器,0,0.0,13.3,-24.02,0.0,0.0,0.0,69.99,-56.69
second_half,exit_hold_or_trend_down,002475,立讯精密,连接器,2,0.0,-9.02,-14.39,-0.63,-4.29,8.5,69.99,-79.01
second_half,exit_mu_ma_or_hold,002475,立讯精密,连接器,3,0.0,-8.19,-13.82,-0.59,-2.54,8.0,69.99,-78.18
second_half,exit_cao_pan_or_hold,002475,立讯精密,连接器,3,33.33,-2.97,-5.59,-0.53,-0.69,3.0,69.99,-72.96
second_half,exit_shou_cang_or_hold,002475,立讯精密,连接器,3,33.33,-8.85,-11.31,-0.78,-2.71,5.3,69.99,-78.84
full,exit_hold_line_disappear,002179,中航光电,连接器,5,40.0,-6.65,-14.71,-0.45,-0.93,13.0,13.73,-20.38
full,exit_shou_cang_disappear,002179,中航光电,连接器,6,16.67,-12.49,-22.99,-0.54,-1.85,14.2,13.73,-26.22
full,exit_mu_ma_disappear,002179,中航光电,连接器,5,40.0,-1.08,-13.43,-0.08,0.18,10.2,13.73,-14.81
full,exit_cao_pan_disappear,002179,中航光电,连接器,6,16.67,-10.55,-11.89,-0.89,-1.57,5.0,13.73,-24.28
full,exit_trend_down,002179,中航光电,连接器,0,0.0,13.09,-24.71,0.0,0.0,0.0,13.73,-0.64
full,exit_hold_or_trend_down,002179,中航光电,连接器,5,40.0,-6.65,-14.71,-0.45,-0.93,13.0,13.73,-20.38
full,exit_mu_ma_or_hold,002179,中航光电,连接器,5,40.0,-1.08,-13.43,-0.08,0.18,10.2,13.73,-14.81
full,exit_cao_pan_or_hold,002179,中航光电,连接器,6,16.67,-9.49,-10.85,-0.88,-1.38,4.7,13.73,-23.22
full,exit_shou_cang_or_hold,002179,中航光电,连接器,6,33.33,-0.04,-14.71,-0.0,0.36,8.7,13.73,-13.77
first_half,exit_hold_line_disappear,002179,中航光电,连接器,1,0.0,-5.09,-7.56,-0.67,-4.84,8.0,0.79,-5.88
first_half,exit_shou_cang_disappear,002179,中航光电,连接器,2,0.0,-4.57,-4.57,-1.0,-2.05,4.0,0.79,-5.36
first_half,exit_mu_ma_disappear,002179,中航光电,连接器,1,0.0,-5.09,-7.56,-0.67,-4.84,8.0,0.79,-5.88
first_half,exit_cao_pan_disappear,002179,中航光电,连接器,2,0.0,-3.35,-3.35,-1.0,-1.44,3.0,0.79,-4.14
first_half,exit_trend_down,002179,中航光电,连接器,0,0.0,0.24,-12.93,0.0,0.0,0.0,0.79,-0.55
first_half,exit_hold_or_trend_down,002179,中航光电,连接器,1,0.0,-5.09,-7.56,-0.67,-4.84,8.0,0.79,-5.88
first_half,exit_mu_ma_or_hold,002179,中航光电,连接器,1,0.0,-5.09,-7.56,-0.67,-4.84,8.0,0.79,-5.88
first_half,exit_cao_pan_or_hold,002179,中航光电,连接器,2,0.0,-3.35,-3.35,-1.0,-1.44,3.0,0.79,-4.14
first_half,exit_shou_cang_or_hold,002179,中航光电,连接器,2,0.0,-4.57,-4.57,-1.0,-2.05,4.0,0.79,-5.36
second_half,exit_hold_line_disappear,002179,中航光电,连接器,3,33.33,-3.08,-14.71,-0.21,-0.52,14.7,9.65,-12.73
second_half,exit_shou_cang_disappear,002179,中航光电,连接器,3,33.33,-6.28,-22.99,-0.27,-1.69,16.3,9.65,-15.93
second_half,exit_mu_ma_disappear,002179,中航光电,连接器,3,33.33,2.7,-13.43,0.2,1.33,10.0,9.65,-6.95
second_half,exit_cao_pan_disappear,002179,中航光电,连接器,3,0.0,-7.72,-7.81,-0.99,-2.38,3.0,9.65,-17.37
second_half,exit_trend_down,002179,中航光电,连接器,0,0.0,18.84,-19.98,0.0,0.0,0.0,9.65,9.19
second_half,exit_hold_or_trend_down,002179,中航光电,连接器,3,33.33,-3.08,-14.71,-0.21,-0.52,14.7,9.65,-12.73
second_half,exit_mu_ma_or_hold,002179,中航光电,连接器,3,33.33,2.7,-13.43,0.2,1.33,10.0,9.65,-6.95
second_half,exit_cao_pan_or_hold,002179,中航光电,连接器,3,0.0,-7.72,-7.81,-0.99,-2.38,3.0,9.65,-17.37
second_half,exit_shou_cang_or_hold,002179,中航光电,连接器,3,33.33,3.22,-14.71,0.22,1.51,10.3,9.65,-6.43
full,exit_hold_line_disappear,002851,麦格米特,服务器电源,3,33.33,8.9,-10.48,0.85,3.89,15.7,456.59,-447.69
full,exit_shou_cang_disappear,002851,麦格米特,服务器电源,3,100.0,182.57,-20.42,8.94,45.15,46.3,456.59,-274.02
full,exit_mu_ma_disappear,002851,麦格米特,服务器电源,3,33.33,8.41,-15.47,0.54,3.27,13.0,456.59,-448.18
full,exit_cao_pan_disappear,002851,麦格米特,服务器电源,3,66.67,4.78,-3.92,1.22,1.91,4.3,456.59,-451.81
full,exit_trend_down,002851,麦格米特,服务器电源,0,0.0,514.03,-39.62,0.0,0.0,0.0,456.59,57.44
full,exit_hold_or_trend_down,002851,麦格米特,服务器电源,3,33.33,8.9,-10.48,0.85,3.89,15.7,456.59,-447.69
full,exit_mu_ma_or_hold,002851,麦格米特,服务器电源,3,33.33,16.07,-9.5,1.69,5.94,12.3,456.59,-440.52
full,exit_cao_pan_or_hold,002851,麦格米特,服务器电源,3,66.67,4.78,-3.92,1.22,1.91,4.3,456.59,-451.81
