period,strategy,entry,exit,min_hold_days,confirm_days,cooldown_days,stocks,stocks_with_trades,trades,weighted_win_rate,positive_stocks,beat_bh_stocks,median_return,median_drawdown,median_calmar,median_vs_bh
first_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,5,2,0,61,60,181,53.59,47,25,17.68,-18.36,1.2,-7.64
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,2,0,61,61,343,45.77,47,13,30.97,-24.26,1.19,-154.73
full,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,5,1,0,61,61,521,42.42,50,12,30.47,-26.07,1.18,-151.71
first_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,4,0,61,61,321,38.63,48,23,22.35,-19.8,1.18,-14.26
first_half,tianma__hold_gone,tianma,hold_gone,10,4,0,61,59,152,59.87,51,31,27.75,-19.51,1.17,0.05
first_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,10,4,0,61,59,152,59.87,51,31,27.75,-19.51,1.17,0.05
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,5,0,61,59,161,57.14,53,31,26.99,-18.26,1.17,0.74
full,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,2,0,61,61,437,46.45,48,14,25.83,-26.4,1.17,-200.63
full,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,2,0,61,61,436,46.56,47,14,25.12,-25.52,1.17,-201.87
first_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,4,0,61,61,245,43.67,49,22,22.75,-21.25,1.17,-7.99
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,3,0,61,61,319,51.72,52,15,32.85,-23.17,1.16,-197.56
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,2,0,61,61,321,49.53,47,11,30.16,-22.34,1.16,-206.63
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,4,0,61,61,228,47.81,46,25,25.68,-20.95,1.16,-7.1
first_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,5,1,0,61,61,285,41.75,48,26,27.4,-20.71,1.15,-9.09
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,5,0,61,59,174,51.15,52,31,25.14,-20.68,1.15,0.32
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,5,0,61,61,286,43.71,44,24,23.1,-19.01,1.15,-7.34
full,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,1,0,61,61,431,51.04,51,14,32.99,-24.77,1.14,-195.88
full,tianma__shou_gone,tianma,shou_gone,5,2,0,61,61,343,45.48,47,12,27.24,-24.26,1.14,-154.73
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,4,0,61,59,165,56.36,49,30,26.14,-19.01,1.14,-7.1
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,2,0,61,61,315,52.7,51,13,24.86,-22.87,1.14,-184.93
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,15,4,0,61,59,145,61.38,49,28,26.93,-19.01,1.12,-7.1
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,20,4,0,61,59,137,64.23,51,31,26.93,-19.51,1.12,0.05
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,5,0,61,61,348,46.26,48,12,25.1,-22.06,1.12,-185.74
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,3,0,61,61,231,49.35,48,24,24.19,-20.58,1.11,-8.95
full,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,2,0,61,61,426,48.83,51,15,30.0,-25.39,1.08,-201.33
first_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,1,0,61,61,220,52.27,47,25,18.83,-19.01,1.07,-13.51
first_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,5,1,0,61,61,298,42.95,46,28,25.34,-19.01,1.05,-4.62
full,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,3,0,61,61,568,39.96,49,11,22.98,-25.26,1.04,-193.89
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,2,0,61,60,176,55.11,49,26,12.36,-18.96,1.03,-9.13
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,2,0,61,60,179,50.84,45,24,17.68,-18.82,1.02,-9.13
first_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,1,0,61,61,253,46.24,47,23,16.43,-18.32,1.02,-15.73
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,4,0,61,58,120,65.83,42,17,14.98,-17.26,1.01,-48.52
full,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,1,0,61,61,451,49.45,49,12,24.88,-24.35,1.0,-193.8
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,4,0,61,59,176,51.14,50,27,22.35,-19.59,1.0,-6.98
first_half,tianma__hold_gone,tianma,hold_gone,10,2,0,61,60,165,58.18,50,26,16.37,-18.67,1.0,-9.13
first_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,10,2,0,61,60,165,58.18,50,26,16.37,-18.67,1.0,-9.13
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,4,0,61,58,119,64.71,42,17,14.59,-17.3,1.0,-48.52
first_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,2,0,61,60,183,44.81,45,24,19.91,-18.88,0.99,-10.59
first_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,3,0,61,61,250,44.8,47,21,22.38,-21.41,0.97,-6.85
full,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,1,0,61,61,352,44.32,46,12,20.51,-22.29,0.96,-146.12
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,3,0,61,61,293,44.71,43,21,20.06,-18.8,0.96,-10.39
first_half,tianma__shou_gone,tianma,shou_gone,5,2,0,61,60,183,44.26,45,23,19.91,-18.88,0.95,-10.59
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,1,0,61,61,242,48.76,45,23,17.21,-19.34,0.95,-13.51
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,15,3,0,61,59,151,58.94,49,25,22.39,-18.88,0.94,-9.72
full,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,1,0,61,61,542,42.25,47,12,20.12,-23.44,0.94,-205.26
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,30,4,0,61,58,105,67.62,44,19,14.59,-18.94,0.94,-43.45
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,3,0,61,61,354,45.2,51,10,20.92,-21.58,0.93,-187.74
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,5,0,61,61,361,39.06,46,9,20.18,-23.46,0.93,-154.73
first_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,2,0,61,61,214,51.87,46,22,16.59,-20.0,0.93,-10.7
first_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,2,0,61,61,214,51.87,46,22,16.59,-20.0,0.93,-10.7
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,4,0,61,61,291,43.99,43,21,20.58,-19.59,0.92,-11.9
first_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,1,0,61,61,255,47.45,47,23,15.35,-18.77,0.92,-15.73
first_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,2,0,61,61,239,47.28,46,21,18.14,-18.96,0.91,-8.87
first_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,2,0,61,61,239,47.28,46,22,18.14,-18.96,0.91,-8.87
full,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,2,0,61,61,532,42.29,46,12,19.2,-24.55,0.89,-204.68
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,5,0,61,60,186,44.09,44,22,18.68,-17.81,0.89,-12.11
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,2,0,61,58,122,63.93,42,18,17.74,-16.84,0.89,-50.96
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,20,2,0,61,58,135,62.96,43,18,17.74,-16.84,0.89,-50.96
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,2,0,61,58,123,64.23,42,18,17.74,-16.84,0.89,-50.96
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,3,0,61,58,119,63.87,42,18,18.57,-17.26,0.87,-40.38
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,3,0,61,58,120,64.17,42,18,18.57,-17.26,0.87,-40.38
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,20,4,0,61,58,135,62.96,40,17,14.98,-17.26,0.87,-48.52
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,1,0,61,61,323,51.7,45,10,21.69,-20.62,0.86,-205.9
first_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,2,0,61,61,255,44.71,46,22,21.1,-21.43,0.85,-10.51
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,20,3,0,61,58,135,62.22,42,18,18.57,-17.26,0.85,-40.12
full,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,1,0,61,61,592,40.88,42,11,15.74,-23.71,0.85,-195.99
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,20,4,0,61,56,92,67.39,43,18,11.98,-16.19,0.85,-50.29
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,1,0,61,60,180,50.0,43,21,10.65,-17.35,0.85,-20.83
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,30,4,0,61,58,107,58.88,38,17,13.1,-20.31,0.84,-50.29
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,3,0,61,59,178,51.12,48,24,21.39,-18.96,0.83,-9.41
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,2,0,61,61,240,47.08,44,22,15.77,-20.72,0.83,-14.6
first_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,1,0,61,61,257,45.53,41,21,13.48,-19.34,0.83,-14.04
second_half,tianma__hold_gone,tianma,hold_gone,20,2,0,61,56,94,65.96,42,18,12.43,-14.69,0.83,-50.96
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,20,2,0,61,56,95,66.32,42,18,12.43,-14.69,0.83,-50.96
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,30,4,0,61,58,105,66.67,43,19,13.8,-19.21,0.82,-43.45
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,20,2,0,61,58,138,60.87,42,18,13.51,-17.8,0.81,-50.96
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,30,3,0,61,58,109,60.55,39,18,10.85,-19.68,0.8,-44.19
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,20,1,0,61,58,138,61.59,43,17,13.25,-15.93,0.79,-41.41
first_half,tianma__shou_gone,tianma,shou_gone,5,1,0,61,60,185,43.24,44,21,19.09,-19.01,0.78,-13.87
first_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,1,0,61,60,191,43.98,43,21,18.54,-17.87,0.78,-13.87
second_half,tianma__hold_gone,tianma,hold_gone,30,1,0,61,56,85,67.06,42,18,13.01,-17.07,0.78,-44.77
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,1,0,61,56,85,67.06,42,18,13.01,-17.07,0.78,-44.77
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,15,4,0,61,58,136,61.76,43,16,12.15,-15.91,0.78,-50.29
second_half,tianma__hold_gone,tianma,hold_gone,20,4,0,61,56,91,65.93,43,18,11.48,-16.45,0.78,-50.29
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,4,0,61,61,365,39.18,45,8,18.32,-22.33,0.77,-181.37
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,20,1,0,61,58,136,62.5,44,19,14.96,-15.2,0.77,-55.76
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,1,0,61,58,123,63.41,43,19,14.53,-15.2,0.77,-58.85
second_half,tianma__hold_gone,tianma,hold_gone,20,1,0,61,56,94,67.02,44,20,13.12,-14.35,0.77,-58.85
second_half,tianma__hold_gone,tianma,hold_gone,20,3,0,61,56,92,65.22,43,18,11.07,-16.27,0.76,-54.11
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,20,3,0,61,56,93,65.59,43,18,11.07,-16.27,0.76,-54.11
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,20,4,0,61,58,134,60.45,37,17,15.37,-18.83,0.75,-47.92
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,1,0,61,58,160,53.13,43,16,8.94,-14.36,0.74,-65.43
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,1,0,61,58,170,50.59,43,16,8.94,-14.61,0.74,-65.43
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,1,0,61,58,160,53.75,43,16,8.94,-14.36,0.74,-65.43
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,15,4,0,61,58,143,58.74,42,16,8.79,-15.91,0.73,-56.12
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,3,0,61,60,189,42.86,42,20,16.88,-17.3,0.72,-11.63
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,1,0,61,61,370,41.62,43,10,15.5,-19.49,0.72,-199.44
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,15,3,0,61,58,136,60.29,45,17,12.78,-15.87,0.72,-52.34
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,15,3,0,61,58,136,60.29,45,17,12.78,-15.87,0.72,-52.34
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,30,3,0,61,58,106,66.98,44,19,12.69,-18.94,0.72,-43.84
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,20,3,0,61,58,136,61.76,39,17,12.47,-18.34,0.72,-46.6
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,3,0,61,58,151,53.64,42,18,11.88,-15.62,0.72,-52.34
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,3,0,61,58,151,53.64,42,18,11.88,-15.62,0.72,-52.34
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,1,0,61,58,126,61.9,42,18,10.37,-15.2,0.72,-61.19
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,20,5,0,61,58,119,63.87,42,17,14.85,-18.34,0.71,-51.98
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,20,5,0,61,58,120,63.33,41,17,14.85,-18.34,0.71,-51.98
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,20,5,0,61,58,134,61.94,40,17,14.31,-17.87,0.71,-51.98
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,1,0,61,57,120,60.83,39,17,13.02,-18.34,0.71,-44.17
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,1,0,61,61,311,42.44,41,20,10.76,-18.71,0.71,-22.64
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,4,0,61,58,166,46.39,38,15,8.65,-18.06,0.71,-51.79
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,2,0,61,57,104,61.54,40,18,17.93,-19.73,0.7,-48.62
second_half,tianma__hold_gone,tianma,hold_gone,20,5,0,61,56,91,64.83,43,18,11.25,-17.18,0.7,-55.51
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,20,5,0,61,56,92,64.13,42,18,11.25,-17.18,0.7,-55.51
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,4,0,61,60,188,43.08,43,22,16.49,-18.09,0.69,-12.41
first_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,2,0,61,61,335,39.4,42,20,15.88,-19.07,0.68,-14.8
second_half,tianma__hold_gone,tianma,hold_gone,30,2,0,61,56,85,65.88,42,17,12.23,-18.34,0.68,-48.16
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,2,0,61,56,85,65.88,41,17,12.23,-18.34,0.68,-48.16
first_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,3,0,61,61,329,39.51,43,23,16.05,-19.8,0.67,-15.99
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,30,3,0,61,58,110,61.82,40,18,10.85,-18.94,0.67,-43.84
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,1,0,61,58,174,53.45,43,16,8.24,-14.3,0.67,-62.22
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,30,4,0,61,58,110,61.82,40,17,13.1,-18.94,0.66,-43.45
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,3,0,61,58,166,49.4,44,18,10.52,-15.62,0.66,-52.34
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,30,5,0,61,58,105,65.71,42,20,14.85,-19.73,0.65,-46.7
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,30,5,0,61,58,105,65.71,42,20,14.85,-19.73,0.65,-46.7
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,4,0,61,58,161,51.55,43,16,12.15,-16.11,0.65,-49.73
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,4,0,61,58,149,55.03,44,16,12.15,-15.91,0.65,-52.63
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,30,5,0,61,58,110,60.0,39,18,11.25,-19.73,0.65,-46.7
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,3,0,61,58,170,48.24,43,16,10.99,-16.19,0.65,-52.34
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,3,0,61,58,170,48.24,43,16,10.99,-16.19,0.65,-52.34
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,30,1,0,61,58,107,65.42,42,20,13.39,-18.09,0.63,-32.31
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,30,1,0,61,58,107,65.42,42,20,13.39,-18.09,0.63,-32.31
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,1,0,61,56,85,65.88,41,18,12.93,-17.07,0.63,-44.77
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,2,0,61,57,119,57.98,40,18,12.71,-18.94,0.63,-48.62
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,4,0,61,56,84,69.05,42,17,11.48,-18.07,0.63,-46.71
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,30,1,0,61,58,110,61.82,39,19,11.29,-18.09,0.63,-33.0
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,3,0,61,58,169,47.93,42,17,10.47,-17.44,0.63,-52.96
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,20,1,0,61,56,95,64.21,42,18,10.04,-14.37,0.63,-61.19
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,2,0,61,57,132,56.82,37,16,12.42,-18.92,0.62,-48.62
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,2,0,61,57,133,56.39,37,16,12.42,-18.92,0.62,-48.62
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,15,2,0,61,58,136,58.09,42,16,12.23,-15.81,0.62,-62.58
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,15,2,0,61,58,137,57.66,42,16,12.23,-15.81,0.62,-62.58
full,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,2,0,61,61,363,42.15,45,9,13.34,-22.25,0.61,-201.01
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,15,1,0,61,58,140,56.43,41,16,7.03,-15.2,0.61,-61.19
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,15,1,0,61,58,144,54.86,41,15,7.03,-15.2,0.61,-67.04
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,15,1,0,61,58,149,55.7,40,15,7.03,-14.54,0.61,-64.03
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,1,0,61,58,188,46.28,41,15,6.23,-14.48,0.61,-63.6
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,1,0,61,58,188,45.74,41,15,6.08,-14.15,0.61,-63.6
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,1,0,61,57,133,59.4,37,16,13.49,-18.34,0.6,-44.17
first_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,2,0,61,61,306,42.81,38,18,11.92,-18.88,0.6,-15.89
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,1,0,61,56,85,65.88,42,18,12.93,-17.07,0.59,-40.95
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,2,0,61,56,85,64.71,41,17,12.23,-18.34,0.59,-48.16
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,15,4,0,61,58,136,61.03,43,16,11.86,-16.47,0.59,-50.29
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,15,3,0,61,58,143,57.34,45,17,11.51,-15.87,0.59,-52.34
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,30,3,0,61,58,106,66.04,42,19,10.85,-18.94,0.59,-43.84
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,30,2,0,61,58,110,60.91,38,18,10.56,-18.59,0.59,-44.62
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,30,2,0,61,58,111,61.26,38,18,10.56,-19.35,0.59,-37.8
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,2,0,61,56,85,64.71,41,17,10.56,-18.45,0.59,-50.44
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,4,0,61,58,149,54.36,44,15,9.62,-16.11,0.59,-52.63
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,4,0,61,58,161,50.93,42,15,9.38,-17.06,0.59,-49.73
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,5,4,0,61,56,122,51.64,42,17,8.56,-15.19,0.59,-57.88
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,15,4,0,61,56,100,64.0,41,17,8.56,-15.81,0.59,-56.69
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,10,4,0,61,56,113,55.75,43,17,7.69,-15.18,0.59,-56.69
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,4,0,61,56,85,67.06,42,17,11.48,-18.34,0.58,-46.71
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,30,1,0,61,58,111,62.16,39,19,11.29,-18.09,0.58,-33.75
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,1,0,61,57,133,58.65,38,15,10.94,-18.34,0.58,-43.05
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,2,0,61,58,167,47.31,41,16,10.07,-15.06,0.56,-63.91
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,4,0,61,58,165,49.7,43,15,8.14,-16.11,0.56,-52.63
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,15,2,0,61,58,143,55.24,41,15,7.41,-15.81,0.56,-66.24
second_half,tianma__hold_gone,tianma,hold_gone,30,4,0,61,56,84,67.86,42,17,10.47,-18.45,0.55,-46.71
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,2,0,61,58,154,49.35,40,16,9.57,-15.06,0.55,-66.55
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,2,0,61,58,155,49.03,40,16,9.57,-15.56,0.55,-66.55
second_half,tianma__hold_gone,tianma,hold_gone,15,4,0,61,56,100,63.0,41,17,8.11,-15.81,0.55,-56.69
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,20,5,0,61,56,131,60.31,37,15,14.35,-19.25,0.54,-50.77
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,2,0,61,61,373,39.14,41,7,12.24,-21.18,0.54,-192.61
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,15,5,0,61,58,134,60.45,42,16,11.06,-17.47,0.54,-51.98
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,15,5,0,61,58,134,60.45,42,16,11.06,-17.47,0.54,-51.98
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,2,0,61,58,172,46.51,41,16,9.66,-16.88,0.54,-63.91
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,1,0,61,60,200,40.0,38,18,9.22,-15.69,0.54,-24.1
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,1,0,61,57,108,60.19,38,18,12.06,-20.31,0.53,-44.17
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,1,0,61,57,108,59.26,38,17,12.06,-20.31,0.53,-44.17
second_half,tianma__hold_gone,tianma,hold_gone,10,4,0,61,56,113,54.87,43,17,7.69,-15.18,0.53,-56.69
second_half,tianma__hold_gone,tianma,hold_gone,15,5,0,61,56,99,61.62,39,17,6.92,-16.45,0.53,-57.47
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,15,5,0,61,56,99,61.62,39,17,6.92,-16.45,0.53,-57.47
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,3,0,61,57,106,58.49,37,18,12.97,-20.61,0.52,-50.98
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,3,0,61,57,106,57.55,37,18,12.97,-20.61,0.52,-50.98
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,15,5,0,61,58,141,57.45,42,16,8.08,-17.26,0.52,-51.98
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,5,0,61,60,199,37.19,40,17,11.83,-18.67,0.51,-16.14
first_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,2,0,61,60,198,41.41,38,17,7.46,-16.58,0.51,-26.55
