strategy,segment,stocks,stocks_with_trades,trades,weighted_win_rate,positive_stocks,beat_bh_stocks,median_return,median_drawdown,median_calmar,median_vs_bh
obs_then_wait_ma20_cxhzb_rs20_segment_10d,PCB,66,30,32,62.5,21,18,0.0,-1.95,0.0,-52.67
obs_then_wait_ma20_cxhzb_rs20_segment_10d,云计算,40,17,19,31.58,6,30,0.0,0.0,0.0,20.49
obs_then_wait_ma20_cxhzb_rs20_segment_10d,交换机/网络设备,66,32,40,57.5,19,25,0.0,-5.82,0.0,-5.96
obs_then_wait_ma20_cxhzb_rs20_segment_10d,先进封装/封测,80,40,58,72.41,34,46,0.0,-5.19,0.0,5.83
obs_then_wait_ma20_cxhzb_rs20_segment_10d,光模块,100,55,61,45.9,29,26,0.0,-10.54,0.0,-63.75
obs_then_wait_ma20_cxhzb_rs20_segment_10d,半导体材料,20,6,6,100.0,7,10,0.0,0.0,0.0,0.11
obs_then_wait_ma20_cxhzb_rs20_segment_10d,半导体设备,20,3,3,100.0,3,6,0.0,0.0,0.0,-30.78
obs_then_wait_ma20_cxhzb_rs20_segment_10d,大模型/AI应用/AIGC,80,53,66,45.45,30,55,0.0,-10.89,0.0,10.22
obs_then_wait_ma20_cxhzb_rs20_segment_10d,存储芯片,67,31,45,44.44,17,26,0.0,0.0,0.0,-10.56
obs_then_wait_ma20_cxhzb_rs20_segment_10d,服务器电源,60,34,46,41.3,19,23,0.0,-11.48,0.0,-17.66
obs_then_wait_ma20_cxhzb_rs20_segment_10d,液冷/散热,77,37,42,50.0,25,25,0.0,-7.02,0.0,-21.28
obs_then_wait_ma20_cxhzb_rs20_segment_10d,算力/IDC/算力租赁,80,59,85,54.12,35,32,0.0,-13.54,0.0,-5.44
obs_then_wait_ma20_cxhzb_rs20_segment_10d,算力芯片/GPU/CPU设计,40,21,23,21.74,7,24,0.0,-7.86,0.0,5.84
obs_then_wait_ma20_cxhzb_rs20_segment_10d,覆铜板CCL,60,24,27,48.15,14,22,0.0,0.0,0.0,-15.02
obs_then_wait_ma20_cxhzb_rs20_segment_10d,连接器,40,23,30,46.67,10,20,0.0,-6.69,0.0,-0.43
obs_then_wait_ma20_cxhzb_rs20_segment_10d,高速铜缆/铜连接,80,25,27,25.93,7,34,0.0,0.0,0.0,-8.62
obs_then_wait_ma20_cxhzb_rs20_segment_15d,AIPC/端侧AI,40,30,52,36.54,14,25,0.0,-11.44,0.0,15.74
obs_then_wait_ma20_cxhzb_rs20_segment_15d,AI服务器,80,63,100,49.0,32,29,0.0,-13.18,0.0,-15.64
obs_then_wait_ma20_cxhzb_rs20_segment_15d,CPO,40,24,43,60.47,17,9,0.0,-8.59,0.0,-40.35
obs_then_wait_ma20_cxhzb_rs20_segment_15d,HBM,40,28,43,60.46,16,16,0.0,-10.14,0.0,-8.93
obs_then_wait_ma20_cxhzb_rs20_segment_15d,云计算,40,28,44,36.36,12,31,0.0,-9.97,0.0,20.76
obs_then_wait_ma20_cxhzb_rs20_segment_15d,先进封装/封测,80,58,94,58.51,38,42,0.0,-11.68,0.0,3.91
obs_then_wait_ma20_cxhzb_rs20_segment_15d,光模块,100,74,103,45.63,40,26,0.0,-12.59,0.0,-57.94
obs_then_wait_ma20_cxhzb_rs20_segment_15d,半导体材料,20,9,10,100.0,9,11,0.0,0.0,0.0,1.05
obs_then_wait_ma20_cxhzb_rs20_segment_15d,半导体设备,20,3,3,100.0,3,6,0.0,0.0,0.0,-30.78
obs_then_wait_ma20_cxhzb_rs20_segment_15d,存储芯片,67,46,71,42.25,23,23,0.0,-13.03,0.0,-14.08
obs_then_wait_ma20_cxhzb_rs20_segment_15d,液冷/散热,77,63,112,44.64,31,19,0.0,-17.49,0.0,-23.2
obs_then_wait_ma20_cxhzb_rs20_segment_15d,算力/IDC/算力租赁,80,71,116,50.86,38,33,0.0,-18.18,0.0,-4.77
obs_then_wait_ma20_cxhzb_rs20_segment_15d,覆铜板CCL,60,43,64,45.31,25,24,0.0,-8.79,0.0,-16.41
obs_then_wait_ma20_cxhzb_rs20_segment_15d,高速铜缆/铜连接,80,60,85,37.65,26,36,0.0,-13.25,0.0,-6.95
obs_then_wait_ma20_cxhzb_rs20_segment_5d,AIPC/端侧AI,40,14,17,58.82,10,27,0.0,0.0,0.0,12.34
obs_then_wait_ma20_cxhzb_rs20_segment_5d,AI服务器,80,16,16,43.75,9,27,0.0,0.0,0.0,-22.08
obs_then_wait_ma20_cxhzb_rs20_segment_5d,CPO,40,11,15,33.33,3,7,0.0,0.0,0.0,-63.64
obs_then_wait_ma20_cxhzb_rs20_segment_5d,HBM,40,9,9,100.0,10,16,0.0,0.0,0.0,-11.04
obs_then_wait_ma20_cxhzb_rs20_segment_5d,PCB,66,2,2,0.0,0,16,0.0,0.0,0.0,-53.68
obs_then_wait_ma20_cxhzb_rs20_segment_5d,云计算,40,6,6,50.0,3,31,0.0,0.0,0.0,21.66
obs_then_wait_ma20_cxhzb_rs20_segment_5d,交换机/网络设备,66,9,9,66.67,7,24,0.0,0.0,0.0,-9.54
obs_then_wait_ma20_cxhzb_rs20_segment_5d,先进封装/封测,80,19,24,87.5,21,44,0.0,0.0,0.0,5.41
obs_then_wait_ma20_cxhzb_rs20_segment_5d,光模块,100,14,14,28.57,5,27,0.0,0.0,0.0,-74.73
obs_then_wait_ma20_cxhzb_rs20_segment_5d,半导体材料,20,3,3,100.0,4,9,0.0,0.0,0.0,-0.21
obs_then_wait_ma20_cxhzb_rs20_segment_5d,半导体设备,20,0,0,0.0,0,6,0.0,0.0,0.0,-34.3
obs_then_wait_ma20_cxhzb_rs20_segment_5d,大模型/AI应用/AIGC,80,30,33,57.58,23,55,0.0,0.0,0.0,15.21
obs_then_wait_ma20_cxhzb_rs20_segment_5d,存储芯片,67,13,13,69.23,10,27,0.0,0.0,0.0,-20.16
obs_then_wait_ma20_cxhzb_rs20_segment_5d,服务器电源,60,14,15,40.0,5,22,0.0,0.0,0.0,-13.52
obs_then_wait_ma20_cxhzb_rs20_segment_5d,液冷/散热,77,17,18,50.0,11,22,0.0,0.0,0.0,-29.04
obs_then_wait_ma20_cxhzb_rs20_segment_5d,算力/IDC/算力租赁,80,37,41,60.98,20,31,0.0,-6.48,0.0,-7.75
obs_then_wait_ma20_cxhzb_rs20_segment_5d,算力芯片/GPU/CPU设计,40,7,7,42.86,4,25,0.0,0.0,0.0,6.12
obs_then_wait_ma20_cxhzb_rs20_segment_5d,覆铜板CCL,60,7,7,57.14,4,22,0.0,0.0,0.0,-15.5
obs_then_wait_ma20_cxhzb_rs20_segment_5d,连接器,40,9,9,0.0,0,17,0.0,0.0,0.0,-2.91
obs_then_wait_ma20_cxhzb_rs20_segment_5d,高速铜缆/铜连接,80,6,6,50.0,4,33,0.0,0.0,0.0,-8.23
obs_then_wait_ma20_rs20_segment_10d,AI服务器,80,66,124,43.55,35,26,0.0,-15.34,0.0,-16.19
obs_then_wait_ma20_rs20_segment_10d,存储芯片,67,46,85,62.35,31,31,0.0,-13.61,0.0,-3.35
obs_then_wait_ma20_rs20_segment_10d,算力芯片/GPU/CPU设计,40,32,54,53.7,19,23,0.0,-13.9,0.0,6.0
obs_then_wait_ma20_rs20_segment_10d,高速铜缆/铜连接,80,67,115,54.78,35,35,0.0,-18.47,0.0,-5.26
obs_then_wait_ma20_rs20_segment_15d,大模型/AI应用/AIGC,80,76,175,41.14,39,54,0.0,-20.31,0.0,10.11
obs_then_wait_ma20_rs20_segment_15d,存储芯片,67,55,109,56.88,32,28,0.0,-14.88,0.0,-12.92
obs_then_wait_ma20_rs20_segment_5d,AI服务器,80,61,98,46.94,32,26,0.0,-13.34,0.0,-19.12
obs_then_wait_ma20_rs20_segment_5d,半导体材料,20,14,15,60.0,9,7,0.0,-9.7,0.0,-17.34
obs_then_wait_ma20_rs20_segment_5d,大模型/AI应用/AIGC,80,72,117,41.88,37,53,0.0,-18.13,0.0,10.66
obs_then_wait_ma20_rs20_segment_5d,存储芯片,67,41,65,67.69,33,34,0.0,-9.89,0.0,1.21
obs_then_wait_ma20_rs20_segment_5d,服务器电源,60,49,78,56.41,29,27,0.0,-16.12,0.0,-15.45
obs_then_wait_ma20_rs20_segment_5d,液冷/散热,77,53,84,48.81,30,25,0.0,-16.27,0.0,-30.24
obs_then_wait_ma20_rs20_segment_5d,算力芯片/GPU/CPU设计,40,24,31,74.19,18,24,0.0,-5.9,0.0,9.39
obs_then_wait_ma20_rs20_segment_5d,覆铜板CCL,60,36,45,53.33,23,26,0.0,-9.92,0.0,-10.36
obs_then_wait_ma20_rs20_segment_5d,连接器,40,31,48,58.33,16,19,0.0,-9.77,0.0,-2.43
obs_then_wait_ma20_rs20_segment_5d,高速铜缆/铜连接,80,62,87,52.87,33,35,0.0,-16.44,0.0,-5.29
obs_then_wait_rs20_basket_10d,HBM,40,28,54,57.41,18,19,0.0,-21.09,0.0,-3.43
obs_then_wait_rs20_basket_10d,先进封装/封测,80,65,135,54.07,31,48,0.0,-15.53,0.0,5.42
obs_then_wait_rs20_basket_10d,半导体材料,20,13,24,50.0,6,7,0.0,-11.76,0.0,-10.41
obs_then_wait_rs20_basket_10d,液冷/散热,77,68,120,45.83,37,23,0.0,-16.54,0.0,-28.29
obs_then_wait_rs20_basket_15d,HBM,40,34,67,50.75,18,16,0.0,-21.91,0.0,-6.27
obs_then_wait_rs20_basket_15d,先进封装/封测,80,77,170,54.12,39,47,0.0,-17.6,0.0,5.91
obs_then_wait_rs20_basket_15d,半导体材料,20,16,31,61.29,9,7,0.0,-11.76,0.0,-6.29
obs_then_wait_rs20_basket_5d,HBM,40,27,47,57.45,15,18,0.0,-20.74,0.0,-7.57
obs_then_wait_rs20_basket_5d,PCB,66,47,62,45.16,23,18,0.0,-12.97,0.0,-47.8
obs_then_wait_rs20_basket_5d,先进封装/封测,80,59,104,58.65,31,45,0.0,-12.57,0.0,7.12
obs_then_wait_rs20_basket_5d,半导体材料,20,12,18,50.0,5,6,0.0,-11.76,0.0,-11.98
obs_then_wait_rs20_basket_5d,半导体设备,20,14,22,54.55,6,4,0.0,-11.09,0.0,-23.33
obs_then_wait_rs20_basket_5d,服务器电源,60,54,74,48.65,29,25,0.0,-14.19,0.0,-16.44
obs_then_wait_rs20_basket_5d,液冷/散热,77,58,85,49.41,38,23,0.0,-12.56,0.0,-29.29
obs_then_wait_rs20_basket_5d,算力芯片/GPU/CPU设计,40,34,49,40.82,17,27,0.0,-13.6,0.0,12.54
obs_then_wait_rs20_basket_5d,覆铜板CCL,60,44,66,59.09,28,23,0.0,-11.39,0.0,-6.17
obs_then_wait_rs20_basket_5d,高速铜缆/铜连接,80,54,77,59.74,34,35,0.0,-11.75,0.0,-6.79
obs_then_wait_rs20_segment_10d,高速铜缆/铜连接,80,73,140,57.86,39,34,0.0,-22.09,0.0,-12.62
obs_then_wait_rs20_segment_5d,AI服务器,80,72,129,45.74,36,27,0.0,-17.41,0.0,-13.84
obs_then_wait_rs20_segment_5d,覆铜板CCL,60,42,67,55.22,26,26,0.0,-11.45,0.0,-1.77
obs_then_wait_ma20_rs20_segment_5d,云计算,40,33,49,46.94,17,28,-0.07,-11.85,0.0,23.43
obs_then_wait_rs20_segment_5d,云计算,40,35,71,40.84,17,27,-0.13,-14.74,0.0,17.1
obs_then_wait_rs20_segment_15d,云计算,40,38,94,44.68,20,30,-0.2,-16.82,0.0,17.62
obs_then_wait_rs20_basket_10d,大模型/AI应用/AIGC,80,79,166,50.6,40,57,-0.27,-21.25,0.0,7.31
obs_then_wait_ma20_cxhzb_10d,云计算,40,25,34,23.53,6,27,-0.29,-9.13,0.0,11.26
obs_then_wait_cxhzb_15d,液冷/散热,77,74,146,39.04,38,17,-0.35,-22.63,0.0,-20.87
obs_then_wait_ma20_cxhzb_15d,算力芯片/GPU/CPU设计,40,36,64,34.37,17,25,-0.51,-15.67,0.0,7.85
obs_then_wait_caopan_5d,AIPC/端侧AI,40,35,57,31.58,17,26,-0.7,-17.27,0.0,12.7
obs_then_wait_caopan_10d,连接器,40,37,64,50.0,18,19,-0.93,-9.75,0.0,-2.22
obs_then_wait_ma20_cxhzb_15d,连接器,40,35,63,49.21,16,22,-0.99,-12.14,0.0,1.68
obs_direct,AIPC/端侧AI,40,40,108,48.15,20,28,0.57,-25.72,-0.01,11.29
obs_direct_wait0,AIPC/端侧AI,40,40,108,48.15,20,28,0.57,-25.72,-0.01,11.29
obs_then_wait_muma_5d,AIPC/端侧AI,40,38,102,52.94,20,29,0.49,-23.9,-0.01,13.07
obs_then_wait_muma_10d,连接器,40,40,81,49.38,20,18,0.06,-14.13,-0.01,-0.37
obs_then_wait_muma_15d,连接器,40,40,81,49.38,20,18,0.06,-14.13,-0.01,-0.37
obs_then_wait_rs20_basket_10d,半导体设备,20,18,31,48.39,8,5,-0.07,-15.87,-0.01,-18.38
obs_then_wait_rs20_basket_15d,半导体设备,20,18,31,48.39,8,5,-0.07,-15.87,-0.01,-18.38
obs_then_wait_rs20_basket_15d,服务器电源,60,60,112,50.0,30,23,-0.46,-23.22,-0.01,-12.61
obs_then_wait_cxhzb_15d,HBM,40,38,69,56.52,18,8,-0.7,-19.96,-0.02,-18.49
obs_then_wait_rs20_segment_10d,算力芯片/GPU/CPU设计,40,38,91,45.05,18,26,-2.73,-24.61,-0.02,9.93
obs_then_wait_rs20_segment_5d,算力芯片/GPU/CPU设计,40,37,62,40.32,17,26,-0.39,-16.34,-0.03,8.38
obs_direct,云计算,40,40,119,46.22,19,31,-0.76,-22.82,-0.03,15.62
obs_direct_wait0,云计算,40,40,119,46.22,19,31,-0.76,-22.82,-0.03,15.62
obs_then_wait_ma20_cxhzb_rs20_segment_15d,连接器,40,32,53,50.94,12,22,-1.28,-10.31,-0.03,1.35
obs_then_wait_ma20_cxhzb_rs20_segment_15d,交换机/网络设备,66,52,79,46.84,21,22,-0.9,-11.7,-0.04,-9.44
obs_then_wait_rs20_basket_15d,大模型/AI应用/AIGC,80,79,170,48.23,37,56,-1.11,-21.56,-0.04,7.16
obs_then_wait_cxhzb_15d,半导体设备,20,19,32,56.25,8,4,-0.65,-15.62,-0.05,-16.11
obs_then_wait_caopan_10d,云计算,40,36,63,38.09,14,26,-0.7,-15.28,-0.05,18.55
obs_then_wait_ma20_rs20_segment_15d,高速铜缆/铜连接,80,75,138,49.28,34,31,-1.36,-20.42,-0.05,-6.76
obs_direct,算力芯片/GPU/CPU设计,40,40,106,44.34,18,29,-2.16,-24.77,-0.06,12.89
obs_direct_wait0,算力芯片/GPU/CPU设计,40,40,106,44.34,18,29,-2.16,-24.77,-0.06,12.89
obs_then_wait_ma20_cxhzb_15d,HBM,40,37,63,57.14,17,12,-0.85,-17.11,-0.07,-16.98
obs_then_wait_cxhzb_15d,算力/IDC/算力租赁,80,78,162,43.21,36,28,-1.59,-20.0,-0.07,-12.26
obs_then_wait_ma20_rs20_segment_15d,云计算,40,38,88,48.86,15,31,-1.71,-19.19,-0.07,20.3
obs_then_wait_rs20_segment_15d,算力芯片/GPU/CPU设计,40,39,98,44.9,18,28,-1.84,-24.16,-0.07,12.4
obs_then_wait_ma20_rs20_segment_10d,云计算,40,37,77,48.05,16,30,-1.93,-16.21,-0.07,21.93
obs_then_wait_caopan_15d,大模型/AI应用/AIGC,80,77,169,39.64,33,41,-2.12,-19.76,-0.08,4.34
obs_then_wait_caopan_10d,大模型/AI应用/AIGC,80,76,154,39.61,33,41,-2.13,-19.13,-0.08,3.4
obs_then_wait_ma20_cxhzb_rs20_segment_15d,大模型/AI应用/AIGC,80,66,116,42.24,24,47,-1.39,-17.95,-0.09,4.37
obs_then_wait_cxhzb_10d,云计算,40,29,45,26.67,8,27,-1.91,-10.72,-0.09,14.28
obs_then_wait_rs20_basket_10d,服务器电源,60,58,98,45.92,27,23,-2.44,-22.31,-0.09,-13.57
obs_then_wait_rs20_basket_15d,PCB,66,61,101,41.58,27,19,-2.99,-16.94,-0.12,-45.92
obs_then_wait_cxhzb_15d,AIPC/端侧AI,40,38,73,41.1,17,29,-4.14,-21.39,-0.12,13.33
obs_then_wait_ma20_cxhzb_15d,AIPC/端侧AI,40,34,61,37.7,12,26,-2.57,-12.3,-0.13,13.29
obs_then_wait_caopan_10d,AIPC/端侧AI,40,36,74,28.38,15,28,-1.29,-22.3,-0.14,10.28
obs_then_wait_rs20_basket_15d,云计算,40,39,88,45.45,17,30,-2.42,-16.64,-0.14,20.16
obs_then_wait_caopan_15d,AIPC/端侧AI,40,39,80,30.0,17,28,-1.26,-22.3,-0.15,10.28
obs_then_wait_caopan_5d,连接器,40,33,45,42.22,11,18,-1.66,-9.52,-0.15,-4.49
obs_then_wait_ma20_cxhzb_rs20_segment_15d,算力芯片/GPU/CPU设计,40,33,48,29.17,9,26,-1.98,-13.32,-0.15,8.05
obs_then_wait_rs20_segment_15d,高速铜缆/铜连接,80,78,158,53.8,34,33,-2.9,-22.23,-0.18,-14.63
obs_then_wait_rs20_segment_15d,半导体设备,20,20,37,48.65,9,4,-1.9,-16.32,-0.2,-19.02
obs_then_wait_caopan_5d,半导体设备,20,15,18,33.33,5,4,-1.5,-12.43,-0.21,-27.92
obs_then_wait_cxhzb_15d,大模型/AI应用/AIGC,80,75,158,37.97,30,39,-5.5,-20.91,-0.22,-0.15
obs_then_wait_rs20_segment_10d,半导体设备,20,20,33,54.55,9,4,-2.2,-15.62,-0.23,-19.31
obs_then_wait_rs20_segment_5d,半导体设备,20,20,33,54.55,9,4,-2.2,-15.62,-0.23,-19.31
obs_then_wait_rs20_basket_10d,云计算,40,36,78,47.44,15,30,-2.78,-15.0,-0.23,21.3
obs_then_wait_ma20_cxhzb_15d,大模型/AI应用/AIGC,80,75,148,41.22,30,42,-5.5,-19.98,-0.24,1.04
obs_then_wait_rs20_basket_5d,云计算,40,34,63,44.44,13,28,-2.78,-12.28,-0.26,16.08
obs_then_wait_ma20_cxhzb_15d,云计算,40,39,68,30.88,12,27,-3.43,-16.69,-0.28,10.71
obs_then_wait_cxhzb_15d,云计算,40,39,78,26.92,13,26,-5.02,-16.84,-0.31,10.95
obs_then_wait_cxhzb_15d,算力芯片/GPU/CPU设计,40,39,72,30.56,17,25,-5.02,-17.12,-0.31,7.12
obs_then_wait_ma20_rs20_segment_15d,半导体设备,20,20,34,44.12,9,3,-5.27,-15.62,-0.33,-23.04
obs_then_wait_caopan_10d,半导体设备,20,17,26,34.62,6,3,-4.51,-14.71,-0.44,-27.92
obs_then_wait_caopan_15d,半导体设备,20,18,29,31.03,6,3,-4.51,-14.71,-0.44,-28.15
obs_then_wait_ma20_10d,半导体设备,20,20,34,44.12,9,4,-8.29,-18.0,-0.48,-22.82
obs_then_wait_ma20_15d,半导体设备,20,20,34,44.12,9,4,-8.29,-18.0,-0.48,-22.82
obs_then_wait_ma20_5d,半导体设备,20,19,31,48.39,9,4,-8.29,-17.74,-0.48,-22.46
obs_direct,半导体设备,20,20,40,37.5,9,1,-9.35,-22.55,-0.57,-25.86
obs_direct_wait0,半导体设备,20,20,40,37.5,9,1,-9.35,-22.55,-0.57,-25.86
obs_then_wait_muma_10d,半导体设备,20,20,40,37.5,9,1,-9.54,-22.62,-0.57,-27.23
obs_then_wait_muma_15d,半导体设备,20,20,40,37.5,9,1,-9.54,-22.62,-0.57,-27.23
obs_then_wait_muma_5d,半导体设备,20,20,40,37.5,9,1,-9.54,-22.62,-0.57,-27.23
