strategy,window,regime,code,name,segment,n_trades,win_rate,total_return,max_drawdown,calmar,avg_return,avg_hold_days,bh_return,bh_max_drawdown,vs_bh
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,002371,北方华创,半导体设备,1,100.0,0.06,-6.11,0.01,0.32,28.0,39.4,-16.05,-39.34
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,002371,北方华创,半导体设备,1,100.0,4.49,-6.11,0.74,4.76,20.0,39.4,-16.05,-34.91
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002371,北方华创,半导体设备,1,100.0,27.27,-15.64,1.74,27.6,49.0,109.8,-19.08,-82.53
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,109.8,-19.08,-109.8
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,109.8,-19.08,-109.8
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002371,北方华创,半导体设备,1,100.0,27.27,-15.64,1.74,27.6,49.0,150.09,-19.08,-122.82
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-19.08,-150.09
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,002371,北方华创,半导体设备,0,0.0,0.0,0.0,0.0,0.0,0.0,150.09,-19.08,-150.09
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300054,鼎龙股份,半导体材料,2,100.0,35.12,-15.68,2.24,16.97,49.0,32.48,-19.57,2.64
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300054,鼎龙股份,半导体材料,2,100.0,35.12,-15.68,2.24,16.97,49.0,32.48,-19.57,2.64
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,300054,鼎龙股份,半导体材料,3,33.33,16.96,-16.08,1.05,7.93,20.0,32.48,-19.57,-15.52
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,flat_0_to_20pct,300054,鼎龙股份,半导体材料,2,100.0,6.56,-9.88,0.66,3.56,36.0,14.3,-19.57,-7.74
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,flat_0_to_20pct,300054,鼎龙股份,半导体材料,2,100.0,6.56,-9.88,0.66,3.56,36.0,14.3,-19.57,-7.74
control_tianma_fixed20,2024-09-04_2025-09-15,flat_0_to_20pct,300054,鼎龙股份,半导体材料,2,50.0,-3.13,-9.88,-0.32,-1.3,20.0,14.3,-19.57,-17.43
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,300054,鼎龙股份,半导体材料,1,100.0,-0.15,-6.96,-0.02,0.11,30.0,42.27,-17.83,-42.42
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,300054,鼎龙股份,半导体材料,1,100.0,-0.15,-6.96,-0.02,0.11,30.0,42.27,-17.83,-42.42
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,300054,鼎龙股份,半导体材料,1,100.0,0.45,-6.96,0.07,0.71,20.0,42.27,-17.83,-41.82
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,300054,鼎龙股份,半导体材料,1,100.0,-0.15,-6.96,-0.02,0.11,30.0,55.67,-14.52,-55.82
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,300054,鼎龙股份,半导体材料,1,100.0,-0.15,-6.96,-0.02,0.11,30.0,55.67,-14.52,-55.82
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,300054,鼎龙股份,半导体材料,1,100.0,0.45,-6.96,0.07,0.71,20.0,55.67,-14.52,-55.22
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,215.97,-18.43,-215.97
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,215.97,-18.43,-215.97
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,215.97,-18.43,-215.97
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300054,鼎龙股份,半导体材料,1,100.0,4.85,-10.03,0.48,5.12,20.0,217.22,-18.43,-212.37
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-18.43,-217.22
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,300054,鼎龙股份,半导体材料,0,0.0,0.0,0.0,0.0,0.0,0.0,217.22,-18.43,-217.22
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300502,新易盛,光模块,4,25.0,-14.06,-50.76,-0.28,-0.51,27.0,54.99,-55.54,-69.05
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300502,新易盛,光模块,2,0.0,-30.8,-41.39,-0.74,-15.68,20.0,54.99,-55.54,-85.79
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,300502,新易盛,光模块,2,0.0,-30.8,-41.39,-0.74,-15.68,20.0,54.99,-55.54,-85.79
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300502,新易盛,光模块,3,0.0,-38.65,-49.78,-0.78,-14.16,21.0,280.84,-51.1,-319.49
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300502,新易盛,光模块,2,0.0,-30.8,-41.39,-0.74,-15.68,20.0,280.84,-51.1,-311.64
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,300502,新易盛,光模块,2,0.0,-30.8,-41.39,-0.74,-15.68,20.0,280.84,-51.1,-311.64
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,300502,新易盛,光模块,1,0.0,-14.38,-32.81,-0.44,-28.1,20.0,328.48,-48.34,-342.86
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,300502,新易盛,光模块,1,0.0,-14.38,-32.81,-0.44,-28.1,20.0,328.48,-48.34,-342.86
control_tianma_fixed20,2024-12-06_2025-12-16,bull_80pct_plus,300502,新易盛,光模块,1,0.0,-14.38,-32.81,-0.44,-28.1,20.0,328.48,-48.34,-342.86
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300502,新易盛,光模块,1,100.0,60.71,-8.41,7.22,29.19,23.0,652.82,-28.71,-592.11
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300502,新易盛,光模块,1,100.0,60.71,-8.41,7.22,29.19,23.0,652.82,-28.71,-592.11
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,300502,新易盛,光模块,1,100.0,63.64,-6.75,9.43,31.55,20.0,652.82,-28.71,-589.18
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300502,新易盛,光模块,2,100.0,78.02,-15.18,5.14,33.85,31.5,360.19,-28.71,-282.17
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300502,新易盛,光模块,2,100.0,78.02,-15.18,5.14,33.85,31.5,360.19,-28.71,-282.17
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,300502,新易盛,光模块,2,100.0,51.68,-7.31,7.07,23.73,20.0,360.19,-28.71,-308.51
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300502,新易盛,光模块,2,100.0,78.02,-15.18,5.14,33.85,31.5,283.5,-28.71,-205.48
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300502,新易盛,光模块,2,100.0,78.02,-15.18,5.14,33.85,31.5,283.5,-28.71,-205.48
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,300502,新易盛,光模块,2,100.0,51.68,-7.31,7.07,23.73,20.0,283.5,-28.71,-231.82
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002281,光迅科技,光模块,2,100.0,37.92,-21.56,1.76,18.63,48.0,31.82,-33.32,6.1
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002281,光迅科技,光模块,2,100.0,37.92,-21.56,1.76,18.63,48.0,31.82,-33.32,6.1
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,002281,光迅科技,光模块,3,66.67,5.89,-19.14,0.31,3.3,20.0,31.82,-33.32,-25.93
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002281,光迅科技,光模块,1,100.0,3.89,-6.73,0.58,4.16,25.0,42.22,-33.32,-38.33
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002281,光迅科技,光模块,1,100.0,3.89,-6.73,0.58,4.16,25.0,42.22,-33.32,-38.33
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,002281,光迅科技,光模块,1,100.0,9.04,-6.52,1.39,9.32,20.0,42.22,-33.32,-33.18
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002281,光迅科技,光模块,1,100.0,9.83,-9.04,1.09,4.16,25.0,20.43,-32.0,-10.6
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002281,光迅科技,光模块,1,100.0,9.83,-9.04,1.09,4.16,25.0,20.43,-32.0,-10.6
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,002281,光迅科技,光模块,1,100.0,15.27,-9.04,1.69,9.32,20.0,20.43,-32.0,-5.16
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,17.66,-9.04,1.95,17.96,28.0,100.17,-26.67,-82.51
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,17.66,-9.04,1.95,17.96,28.0,100.17,-26.67,-82.51
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,18.52,-9.04,2.05,18.83,20.0,100.17,-26.67,-81.65
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,17.66,-9.04,1.95,17.96,28.0,406.02,-26.67,-388.36
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,17.66,-9.04,1.95,17.96,28.0,406.02,-26.67,-388.36
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,18.52,-9.04,2.05,18.83,20.0,406.02,-26.67,-387.5
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,17.66,-9.04,1.95,17.96,28.0,327.13,-26.67,-309.47
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,17.66,-9.04,1.95,17.96,28.0,327.13,-26.67,-309.47
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,002281,光迅科技,光模块,1,100.0,18.52,-9.04,2.05,18.83,20.0,327.13,-26.67,-308.61
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,603083,剑桥科技,光模块,4,50.0,16.3,-24.01,0.68,4.85,26.2,64.04,-46.69,-47.74
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,603083,剑桥科技,光模块,3,66.67,26.93,-24.01,1.12,8.8,32.0,64.04,-46.69,-37.11
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,603083,剑桥科技,光模块,3,66.67,42.98,-10.62,4.05,13.87,20.0,64.04,-46.69,-21.06
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,603083,剑桥科技,光模块,2,50.0,15.03,-13.28,1.13,7.88,29.5,196.22,-46.69,-181.19
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,603083,剑桥科技,光模块,2,50.0,15.03,-13.28,1.13,7.88,29.5,196.22,-46.69,-181.19
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,603083,剑桥科技,光模块,2,100.0,44.85,-6.87,6.53,21.32,20.0,196.22,-46.69,-151.37
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,603083,剑桥科技,光模块,1,100.0,9.77,-27.38,0.36,16.52,29.0,151.47,-32.9,-141.7
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,603083,剑桥科技,光模块,1,100.0,16.22,-13.06,1.24,16.52,29.0,151.47,-32.9,-135.25
control_tianma_fixed20,2024-12-06_2025-12-16,bull_80pct_plus,603083,剑桥科技,光模块,1,100.0,33.5,-2.73,12.25,33.85,20.0,151.47,-32.9,-117.97
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,603083,剑桥科技,光模块,1,0.0,6.3,-16.47,0.38,-1.96,21.0,251.09,-29.18,-244.79
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,603083,剑桥科技,光模块,0,0.0,8.7,-13.63,0.0,0.0,0.0,251.09,-29.18,-242.39
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,603083,剑桥科技,光模块,0,0.0,8.7,-13.63,0.0,0.0,0.0,251.09,-29.18,-242.39
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,603083,剑桥科技,光模块,3,66.67,62.15,-17.8,3.49,21.0,25.0,338.52,-29.18,-276.37
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,603083,剑桥科技,光模块,1,100.0,2.48,-17.8,0.14,2.74,20.0,338.52,-29.18,-336.04
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,603083,剑桥科技,光模块,1,100.0,2.48,-17.8,0.14,2.74,20.0,338.52,-29.18,-336.04
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,603083,剑桥科技,光模块,3,66.67,62.15,-17.8,3.49,21.0,25.0,307.99,-29.18,-245.84
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,603083,剑桥科技,光模块,1,100.0,2.48,-17.8,0.14,2.74,20.0,307.99,-29.18,-305.51
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,603083,剑桥科技,光模块,1,100.0,2.48,-17.8,0.14,2.74,20.0,307.99,-29.18,-305.51
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,bull_80pct_plus,300570,太辰光,CPO,3,66.67,150.12,-21.43,7.01,54.83,29.3,205.7,-50.57,-55.58
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,bull_80pct_plus,300570,太辰光,CPO,2,100.0,177.89,-21.43,8.3,87.12,33.0,205.7,-50.57,-27.81
control_tianma_fixed20,2024-06-12_2025-06-23,bull_80pct_plus,300570,太辰光,CPO,2,100.0,47.11,-22.39,2.1,21.84,20.0,205.7,-50.57,-158.59
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,300570,太辰光,CPO,1,100.0,2.71,-13.32,0.2,2.98,27.0,64.13,-50.57,-61.42
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,300570,太辰光,CPO,1,100.0,2.71,-13.32,0.2,2.98,27.0,64.13,-50.57,-61.42
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,300570,太辰光,CPO,1,100.0,14.01,-6.28,2.23,14.31,20.0,64.13,-50.57,-50.12
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,down_negative,300570,太辰光,CPO,1,100.0,12.89,-25.46,0.51,2.98,27.0,-10.53,-50.57,23.42
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,down_negative,300570,太辰光,CPO,1,100.0,12.89,-25.46,0.51,2.98,27.0,-10.53,-50.57,23.42
control_tianma_fixed20,2024-12-06_2025-12-16,down_negative,300570,太辰光,CPO,2,50.0,2.57,-20.38,0.13,2.25,20.0,-10.53,-50.57,13.1
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,300570,太辰光,CPO,1,100.0,17.28,-22.08,0.78,17.59,43.0,75.62,-38.8,-58.34
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,up_20_to_80pct,300570,太辰光,CPO,1,100.0,17.28,-22.08,0.78,17.59,43.0,75.62,-38.8,-58.34
control_tianma_fixed20,2025-03-11_2026-03-20,up_20_to_80pct,300570,太辰光,CPO,1,0.0,-10.03,-20.38,-0.49,-9.8,20.0,75.62,-38.8,-85.65
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300570,太辰光,CPO,2,100.0,39.51,-22.08,1.79,18.43,34.5,153.98,-38.8,-114.47
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300570,太辰光,CPO,2,100.0,39.51,-22.08,1.79,18.43,34.5,153.98,-38.8,-114.47
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,300570,太辰光,CPO,2,50.0,23.6,-20.38,1.16,13.97,20.0,153.98,-38.8,-130.38
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300570,太辰光,CPO,2,100.0,39.51,-22.08,1.79,18.43,34.5,94.13,-38.8,-54.62
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300570,太辰光,CPO,2,100.0,39.51,-22.08,1.79,18.43,34.5,94.13,-38.8,-54.62
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,300570,太辰光,CPO,2,50.0,23.6,-20.38,1.16,13.97,20.0,94.13,-38.8,-70.53
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300757,罗博特科,CPO,3,33.33,114.87,-36.65,3.13,51.63,27.0,32.93,-45.66,81.94
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,300757,罗博特科,CPO,2,50.0,123.22,-32.75,3.76,79.2,28.0,32.93,-45.66,90.29
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,300757,罗博特科,CPO,3,66.67,100.39,-32.75,3.07,35.26,20.0,32.93,-45.66,67.46
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,300757,罗博特科,CPO,3,0.0,-19.94,-36.65,-0.54,-6.83,26.7,35.22,-45.66,-55.16
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,300757,罗博特科,CPO,2,0.0,-16.83,-32.75,-0.51,-8.49,27.5,35.22,-45.66,-52.05
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,300757,罗博特科,CPO,2,50.0,-3.97,-32.75,-0.12,-1.73,20.0,35.22,-45.66,-39.19
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,flat_0_to_20pct,300757,罗博特科,CPO,1,0.0,-5.19,-14.48,-0.36,-4.81,28.0,1.55,-38.77,-6.74
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,flat_0_to_20pct,300757,罗博特科,CPO,1,0.0,-5.19,-14.48,-0.36,-4.81,28.0,1.55,-38.77,-6.74
control_tianma_fixed20,2024-12-06_2025-12-16,flat_0_to_20pct,300757,罗博特科,CPO,1,100.0,0.18,-13.12,0.01,0.58,20.0,1.55,-38.77,-1.37
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300757,罗博特科,CPO,2,50.0,93.35,-14.48,6.45,47.26,47.5,180.41,-35.16,-87.06
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300757,罗博特科,CPO,1,100.0,94.17,-13.12,7.18,94.68,59.0,180.41,-35.16,-86.24
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,300757,罗博特科,CPO,1,100.0,4.17,-13.12,0.32,4.44,20.0,180.41,-35.16,-176.24
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300757,罗博特科,CPO,1,100.0,94.17,-13.12,7.18,94.68,59.0,269.2,-35.16,-175.03
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300757,罗博特科,CPO,1,100.0,94.17,-13.12,7.18,94.68,59.0,269.2,-35.16,-175.03
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,300757,罗博特科,CPO,1,100.0,4.17,-13.12,0.32,4.44,20.0,269.2,-35.16,-265.03
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300757,罗博特科,CPO,1,100.0,94.17,-13.12,7.18,94.68,59.0,205.84,-35.16,-111.67
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,300757,罗博特科,CPO,1,100.0,94.17,-13.12,7.18,94.68,59.0,205.84,-35.16,-111.67
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,300757,罗博特科,CPO,1,100.0,4.17,-13.12,0.32,4.44,20.0,205.84,-35.16,-201.67
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002463,沪电股份,PCB,3,33.33,-25.93,-34.05,-0.76,-8.53,24.3,32.2,-46.3,-58.13
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,up_20_to_80pct,002463,沪电股份,PCB,2,0.0,-28.78,-36.15,-0.8,-14.93,21.0,32.2,-46.3,-60.98
control_tianma_fixed20,2024-06-12_2025-06-23,up_20_to_80pct,002463,沪电股份,PCB,2,0.0,-30.9,-38.05,-0.81,-16.33,20.0,32.2,-46.3,-63.1
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002463,沪电股份,PCB,2,50.0,-20.89,-34.05,-0.61,-9.73,25.5,71.4,-46.3,-92.29
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,up_20_to_80pct,002463,沪电股份,PCB,1,0.0,-23.94,-32.94,-0.73,-23.74,20.0,71.4,-46.3,-95.34
control_tianma_fixed20,2024-09-04_2025-09-15,up_20_to_80pct,002463,沪电股份,PCB,1,0.0,-23.94,-32.94,-0.73,-23.74,20.0,71.4,-46.3,-95.34
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002463,沪电股份,PCB,1,0.0,-28.7,-32.94,-0.87,-23.74,20.0,55.2,-45.18,-83.9
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,up_20_to_80pct,002463,沪电股份,PCB,1,0.0,-28.7,-32.94,-0.87,-23.74,20.0,55.2,-45.18,-83.9
control_tianma_fixed20,2024-12-06_2025-12-16,up_20_to_80pct,002463,沪电股份,PCB,1,0.0,-28.7,-32.94,-0.87,-23.74,20.0,55.2,-45.18,-83.9
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-5.38,-10.11,-0.53,-5.13,31.0,214.3,-24.13,-219.68
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-5.38,-10.11,-0.53,-5.13,31.0,214.3,-24.13,-219.68
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-0.69,-8.63,-0.08,-0.43,20.0,214.3,-24.13,-214.99
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-5.38,-10.11,-0.53,-5.13,31.0,182.86,-24.13,-188.24
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-5.38,-10.11,-0.53,-5.13,31.0,182.86,-24.13,-188.24
control_tianma_fixed20,2025-06-10_2026-06-18,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-0.69,-8.63,-0.08,-0.43,20.0,182.86,-24.13,-183.55
candidate_low25_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-5.38,-10.11,-0.53,-5.13,31.0,162.4,-24.13,-167.78
candidate_tianma_hold20_confirm4,2025-06-24_2026-07-03,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-5.38,-10.11,-0.53,-5.13,31.0,162.4,-24.13,-167.78
control_tianma_fixed20,2025-06-24_2026-07-03,bull_80pct_plus,002463,沪电股份,PCB,1,0.0,-0.69,-8.63,-0.08,-0.43,20.0,162.4,-24.13,-163.09
candidate_low25_hold20_confirm4,2024-06-12_2025-06-23,bull_80pct_plus,300476,胜宏科技,PCB,1,100.0,55.95,-15.63,3.58,56.35,21.0,204.86,-34.41,-148.91
candidate_tianma_hold20_confirm4,2024-06-12_2025-06-23,bull_80pct_plus,300476,胜宏科技,PCB,1,100.0,55.95,-15.63,3.58,56.35,21.0,204.86,-34.41,-148.91
control_tianma_fixed20,2024-06-12_2025-06-23,bull_80pct_plus,300476,胜宏科技,PCB,1,100.0,58.32,-15.63,3.73,58.73,20.0,204.86,-34.41,-146.54
candidate_low25_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300476,胜宏科技,PCB,0,0.0,0.0,0.0,0.0,0.0,0.0,666.21,-34.41,-666.21
candidate_tianma_hold20_confirm4,2024-09-04_2025-09-15,bull_80pct_plus,300476,胜宏科技,PCB,0,0.0,0.0,0.0,0.0,0.0,0.0,666.21,-34.41,-666.21
control_tianma_fixed20,2024-09-04_2025-09-15,bull_80pct_plus,300476,胜宏科技,PCB,0,0.0,0.0,0.0,0.0,0.0,0.0,666.21,-34.41,-666.21
candidate_low25_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,300476,胜宏科技,PCB,0,0.0,0.0,0.0,0.0,0.0,0.0,416.62,-34.41,-416.62
candidate_tianma_hold20_confirm4,2024-12-06_2025-12-16,bull_80pct_plus,300476,胜宏科技,PCB,0,0.0,0.0,0.0,0.0,0.0,0.0,416.62,-34.41,-416.62
control_tianma_fixed20,2024-12-06_2025-12-16,bull_80pct_plus,300476,胜宏科技,PCB,0,0.0,0.0,0.0,0.0,0.0,0.0,416.62,-34.41,-416.62
candidate_low25_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300476,胜宏科技,PCB,0,0.0,2.59,-14.43,0.0,0.0,0.0,284.47,-27.79,-281.88
candidate_tianma_hold20_confirm4,2025-03-11_2026-03-20,bull_80pct_plus,300476,胜宏科技,PCB,0,0.0,2.59,-14.43,0.0,0.0,0.0,284.47,-27.79,-281.88
control_tianma_fixed20,2025-03-11_2026-03-20,bull_80pct_plus,300476,胜宏科技,PCB,1,100.0,2.94,-14.43,0.2,3.2,20.0,284.47,-27.79,-281.53
candidate_low25_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300476,胜宏科技,PCB,1,0.0,-3.27,-17.18,-0.19,-3.02,25.0,103.86,-27.82,-107.13
candidate_tianma_hold20_confirm4,2025-06-10_2026-06-18,bull_80pct_plus,300476,胜宏科技,PCB,1,0.0,-3.27,-17.18,-0.19,-3.02,25.0,103.86,-27.82,-107.13
