date,basket_index,ma60,ret60,bull,down,up
2025-09-30,2.4270830101049246,1.990749887558368,0.5482043199420528,True,False,False
2025-10-09,2.4618601745207025,2.005757428378715,0.5766927078882573,True,False,False
2025-10-10,2.3624349839421885,2.019203096517052,0.5185721766910782,True,False,False
2025-10-13,2.3302937475410817,2.032136490298553,0.49926562395245866,True,False,False
2025-10-14,2.2230619347905622,2.0431658541152546,0.42385306101542053,True,False,False
2025-10-15,2.2766323921240987,2.053983683190044,0.39879862408358346,True,False,False
2025-10-16,2.2869100951674985,2.0652176135725586,0.41790971222111906,True,False,False
2025-10-17,2.1674614445760185,2.073693588801416,0.30656315344050555,True,False,False
2025-10-20,2.205718396790066,2.0829678595076184,0.3373970844365455,True,False,False
2025-10-21,2.2916166990114113,2.093872298936845,0.3995885012902567,True,False,False
2025-10-22,2.27654648579374,2.104742052981854,0.4015025878471694,True,False,False
2025-10-23,2.2536467963588045,2.115171862532661,0.3844244935384027,True,False,False
2025-10-24,2.372108603920211,2.127517044223989,0.45403453760636125,True,False,False
2025-10-27,2.468959819354314,2.1412167919796135,0.49908765359951723,True,False,False
2025-10-28,2.4663557806656495,2.1542563242516897,0.464595868276112,True,False,False
2025-10-29,2.505069578583748,2.1673724800834573,0.45804624012636963,True,False,False
2025-10-30,2.4228232890628587,2.179309701093705,0.41968677226255524,True,False,False
2025-10-31,2.3496572615779425,2.189604492839254,0.3566387359200882,True,False,False
2025-11-03,2.371362528432022,2.2006227440947628,0.3865448495389405,True,False,False
2025-11-04,2.3299888260581256,2.2107079838354244,0.3508164825446267,True,False,False
2025-11-05,2.3237273356317165,2.2206117511585877,0.34358230356984243,True,False,False
2025-11-06,2.4063038421671887,2.2315898439406,0.3769047144050146,True,False,False
2025-11-07,2.3836012087119793,2.2423592924065106,0.3719086860855252,True,False,False
2025-11-10,2.38601787754994,2.253471611191215,0.38780164467276523,True,False,False
2025-11-11,2.326381243371613,2.2625975570258245,0.30781943476744034,True,False,False
2025-11-12,2.3185268448440857,2.2707260538960345,0.2663891604239763,True,False,False
2025-11-13,2.3470459614362666,2.277999359721908,0.2284033679670121,True,False,False
2025-11-14,2.252795092287871,2.2841175995369816,0.1946726690220617,False,False,False
2025-11-17,2.280325544118888,2.2898517590543546,0.17768622646061805,False,False,False
2025-11-18,2.2728194977643916,2.2940313985775487,0.12402238912001806,False,False,False
2025-11-19,2.2557955423344676,2.297510940130199,0.10198834509610477,False,False,False
2025-11-20,2.2354577341781656,2.3005377712389214,0.08842420579608268,False,False,False
2025-11-21,2.109503725771342,2.302028756166528,0.044285702564560214,False,False,False
2025-11-24,2.132427808147717,2.302409819148152,0.010838153561779418,False,False,False
2025-11-25,2.2101097699395593,2.3027907295483394,0.010448997710128305,False,False,False
2025-11-26,2.25852929607885,2.304210933757386,0.039208385539623025,False,False,False
2025-11-27,2.253346793707747,2.3054383166766352,0.03378577150167761,False,False,False
2025-11-28,2.2609229470640733,2.3045175974039576,-0.0238511202970223,False,True,False
2025-12-01,2.2837540756348638,2.3042110122319412,-0.007990407586609072,False,True,False
2025-12-02,2.2676096847968816,2.3027373763209296,-0.037528484672342044,False,True,False
2025-12-03,2.245172757833235,2.3033616244395576,0.016965431867214775,False,False,False
